1263977550	20240919	202409	2024	2024.7096	BUS	INDUSTRY						BUS			MNCUSA	WELLS FARGO	USA					MNC			1	070	070	07	2	7.0	10	1	10	-0.15898251192368	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	4	Blackrock, Nova Scotia, Canada	CA	CA07	12626	45.3167	-60.95	-561321	20250919024500	https://itbrief.co.nz/story/banks-accelerate-shift-from-ai-research-to-practical-deployment
1263977616	20250919	202509	2025	2025.7096											IDN	INDONESIA	IDN								0	042	042	04	1	1.9	1	1	1	-5.95854922279793	0								4	Denpasar, Bali, Indonesia	ID	ID02	18585	-8.65	115.217	-2676772	4	Denpasar, Bali, Indonesia	ID	ID02	18585	-8.65	115.217	-2676772	20250919024500	https://www.skynews.com.au/australia-news/crime/no-reason-to-forgive-ukrainian-man-roman-nazarenko-sentenced-to-life-in-prison-in-bali-after-major-drug-blunder/news-story/09c90eff36325aed26305c4e54887989?nk=492f6ae3ed22d7632d0bd180dd15ee58-1758249122
1263977617	20250919	202509	2025	2025.7096											IDN	INDONESIA	IDN								1	080	080	08	2	5.0	4	1	4	-2.82902829028291	0								4	Tapanuli, Indonesia (general), Indonesia	ID	ID00	18585	2.85	98.2667	-2699674	4	Tapanuli, Indonesia (general), Indonesia	ID	ID00	18585	2.85	98.2667	-2699674	20250919024500	https://economictimes.indiatimes.com/news/india/how-did-ambanis-vantara-zoo-get-the-worlds-most-endangered-great-ape/articleshow/123988000.cms
1263977618	20250919	202509	2025	2025.7096											IGOUNO	UNITED NATIONS		UNO				IGO			1	030	030	03	1	4.0	5	1	5	5.15222482435597	0								0								0								20250919024500	https://www.globalissues.org/news/2025/09/18/41067
1263977619	20250919	202509	2025	2025.7096											ISR	JERUSALEM	ISR								1	036	036	03	1	4.0	2	1	2	-1.19047619047619	0								4	Jerusalem, Israel (general), Israel	IS	IS00	18315	31.7667	35.2333	-797092	1	United States	US	US		39.828175	-98.5795	US	20250919024500	http://www.bignewsnetwork.com/news/278586752/monday-for-gaza-their-hunger-is-our-hunger
1263977620	20250919	202509	2025	2025.7096											ISR	ISRAEL	ISR								0	042	042	04	1	1.9	2	1	2	-4.91803278688524	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919024500	https://www.israelnationalnews.com/news/415185
1263977621	20250919	202509	2025	2025.7096											ISR	ISRAEL	ISR								0	173	173	17	4	-5.0	4	1	4	1.60550458715597	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919024500	https://www.greenleft.org.au/content/britain-far-right-faces-new-challenges-left
1263977622	20250919	202509	2025	2025.7096											ITA	ITALY	ITA								0	036	036	03	1	4.0	2	1	2	0.58616647127784	0								4	Palermo, Sicilia, Italy	IT	IT15	18395	38.1167	13.3667	-123798	4	Palermo, Sicilia, Italy	IT	IT15	18395	38.1167	13.3667	-123798	20250919024500	https://fortune.com/2025/09/18/italy-france-germany-alps-tunnel-train-travel/
1263977623	20250919	202509	2025	2025.7096											JPN	JAPAN	JPN								1	051	051	05	1	3.4	4	1	4	2.58397932816537	0								4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	4	Tokyo, Tokyo, Japan	JA	JA40	36340	35.685	139.751	-246227	20250919024500	https://beat.com.au/collingwoods-newest-queer-party-lands-in-this-sweaty-basement-club/
1263977624	20250919	202509	2025	2025.7096											JUD	SUPERIOR COURT						JUD			0	036	036	03	1	4.0	2	1	2	-6.66666666666667	0								3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	20250919024500	https://keyt.com/news/san-luis-obispo-county/2025/09/18/ryan-james-johnson-convicted-of-felony-dui-while-on-drugs-and-other-charges-thursday/
1263977625	20250919	202509	2025	2025.7096											JUD	JUDGE						JUD			0	042	042	04	1	1.9	10	1	10	-1.86113099498927	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250919024500	https://www.thedailybeast.com/obsessed/rhoc-recap-did-tamra-judge-have-an-affair-with-a-rock-star/
1263977626	20250919	202509	2025	2025.7096											JUD	JUDICIARY						JUD			1	057	057	05	1	8.0	5	1	5	-12.7659574468085	0								1	Maldives	MV	MV		3.2	73	MV	1	Maldives	MV	MV		3.2	73	MV	20250919024500	https://maldivesindependent.com/politics/suspension-lifted-for-13-lawyers-132647
1263977627	20250919	202509	2025	2025.7096											JUD	JUDICIARY						JUD			1	112	112	11	3	-2.0	5	1	5	-12.7659574468085	0								1	Maldives	MV	MV		3.2	73	MV	1	Maldives	MV	MV		3.2	73	MV	20250919024500	https://maldivesindependent.com/politics/suspension-lifted-for-13-lawyers-132647
1263977628	20250919	202509	2025	2025.7096											JUD	JUDGE						JUD			1	1243	124	12	3	-4.0	6	1	6	-3.30882352941177	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250919024500	https://www.israelnationalnews.com/news/415184
1263977629	20250919	202509	2025	2025.7096											MIL	CAPTAIN						MIL			0	190	190	19	4	-10.0	6	1	6	-11.8081180811808	0								1	Pakistan	PK	PK		30	70	PK	1	Pakistan	PK	PK		30	70	PK	20250919024500	https://news.webindia123.com/news/Articles/World/20250919/4362991.html
1263977630	20250919	202509	2025	2025.7096											MNCJPN	HONDA	JPN					MNC			1	042	042	04	1	1.9	10	1	10	-6.94444444444444	0								3	Shelby County, Ohio, United States	US	USOH		40.3167	-84.1833	1074087	3	Shelby County, Ohio, United States	US	USOH		40.3167	-84.1833	1074087	20250919024500	https://www.hometownstations.com/news/semi-trailer-cut-in-half-after-possible-malfunction-leads-to-train-crash/article_d50459f3-ab1a-4588-a88d-b993bccf1730.html
1263977631	20250919	202509	2025	2025.7096											MNCUSAMED	COMCAST	USA					MNC	MED		0	042	042	04	1	1.9	6	1	6	-5.25547445255475	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20250919024500	https://www.sbs.com.au/news/article/trumps-new-warning-to-us-broadcasters-amid-mounting-criticism-over-kimmel-suspension/ifnvfceto
1263977632	20250919	202509	2025	2025.7096											OPP	HUMAN RIGHTS ACTIVIST						OPP			0	141	141	14	3	-6.5	3	1	3	-5.46218487394958	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250919024500	https://www.thehindu.com/society/gen-z-protests-nepal-anti-government-global-youth-anger-politics-change/article70056541.ece
1263977633	20250919	202509	2025	2025.7096											PAK	ISLAMABAD	PAK								1	183	183	18	4	-10.0	30	3	30	-11.5890200689103	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250919024500	https://www.newsx.com/world/five-killed-three-injured-in-blast-at-taxi-stand-in-pakistans-chaman20250919064841-73835/
1263977634	20250919	202509	2025	2025.7096											PAK	ISLAMABAD	PAK								1	190	190	19	4	-10.0	30	3	30	-11.5890200689103	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250919024500	https://www.newsx.com/world/five-killed-three-injured-in-blast-at-taxi-stand-in-pakistans-chaman20250919064841-73835/
1263977635	20250919	202509	2025	2025.7096											PHL	MANILA	PHL								0	046	046	04	1	7.0	10	1	10	3.65296803652968	0								4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	4	Manila, Manila, Philippines	RP	RPD9	24210	14.6042	120.982	-2437894	20250919024500	https://manilastandard.net/business/314644651/philippines-indonesia-launch-joint-energy-group-to-boost-cooperation.html
1263977636	20250919	202509	2025	2025.7096											PSE	PALESTINE	PSE								0	173	173	17	4	-5.0	4	1	4	1.60550458715597	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919024500	https://www.greenleft.org.au/content/britain-far-right-faces-new-challenges-left
1263977637	20250919	202509	2025	2025.7096											PSEREB	HAMAS	PSE					REB			0	111	111	11	3	-2.0	10	1	10	-4.69667318982387	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20250919024500	https://www.wlrn.org/government-politics/2025-09-18/miami-israel-bonds-protest-activist
1263977638	20250919	202509	2025	2025.7096											REF	ASYLUM SEEKER						REF			1	140	140	14	3	-6.5	10	1	10	1.60550458715597	0								1	United Kingdom	UK	UK		54	-4	UK	1	United Kingdom	UK	UK		54	-4	UK	20250919024500	https://www.greenleft.org.au/content/britain-far-right-faces-new-challenges-left
1263977639	20250919	202509	2025	2025.7096											UKR	UKRAINE	UKR								0	112	112	11	3	-2.0	2	1	2	-7.85714285714286	0								1	Ukraine	UP	UP		49	32	UP	1	Russia	RS	RS		60	100	RS	20250919024500	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/09/19/indonesian-court-sentences-ukrainian-man-to-life-for-producing-illegal-drugs-in-bali
1263977640	20250919	202509	2025	2025.7096											UKR	UKRAINIAN	UKR								1	173	173	17	4	-5.0	10	1	10	-7.85714285714286	0								1	Ukraine	UP	UP		49	32	UP	1	Ukraine	UP	UP		49	32	UP	20250919024500	https://www.thestar.com.my/aseanplus/aseanplus-news/2025/09/19/indonesian-court-sentences-ukrainian-man-to-life-for-producing-illegal-drugs-in-bali
1263977641	20250919	202509	2025	2025.7096											USA	OREGON	USA								1	020	020	02	1	3.0	2	1	2	-1.35135135135135	0								3	City Of Portland, Oregon, United States	US	USOR		45.5374	-122.65	2411471	3	City Of Portland, Oregon, United States	US	USOR		45.5374	-122.65	2411471	20250919024500	https://kcby.com/news/local/portland-ice-facility-held-detainee-for-47-days-permit-allows-max-12-hours-records-immigration-customs-oregon-city-republicans-democrats-trump
1263977642	20250919	202509	2025	2025.7096											USA	OHIO	USA								0	036	036	03	1	4.0	10	1	10	4.28921568627451	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20250919024500	https://highlandcountypress.com/headlines/oneohio-recovery-foundation-board-celebrates-national-recovery-month-announces-timeline
1263977643	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-4.29252782193958	0								3	Falmouth, Massachusetts, United States	US	USMA	MA001	41.5515	-70.6148	616278	3	Falmouth, Massachusetts, United States	US	USMA	MA001	41.5515	-70.6148	616278	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263977644	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								0	040	040	04	1	1.0	2	1	2	-4.29252782193958	0								3	Worcester, Massachusetts, United States	US	USMA	MA027	42.2626	-71.8023	617867	3	Falmouth, Massachusetts, United States	US	USMA	MA001	41.5515	-70.6148	616278	20250919024500	https://www.capenews.net/falmouth/news/from-concerned-calls-to-the-courtroom-a-timeline-of-teen-s-troubles-leading-up-alleged/article_a267d9e4-8be6-43d8-a94a-807258ecd008.html
1263977645	20250919	202509	2025	2025.7096											USA	KENTUCKY	USA								1	042	042	04	1	1.9	10	1	10	1.40186915887851	0								4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	4	London, London, City of, United Kingdom	UK	UKH9	40110	51.5	-0.116667	-2601889	20250919024500	https://www.whas11.com/article/news/local/louder-than-life-louisville-2025-music-festival-lineup/417-189b245a-fada-4ee0-8da5-0b6792047d1c
1263977646	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								1	042	042	04	1	1.9	8	1	8	3.22580645161291	0								3	Scott County, Iowa, United States	US	USIA		41.6334	-90.6335	465270	3	Scott County, Iowa, United States	US	USIA		41.6334	-90.6335	465270	20250919024500	https://kdat.com/ixp/711/p/howl-o-ween-humane-society-scott-county-iowa/
1263977647	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								1	043	043	04	1	2.8	4	1	4	-6.66666666666667	0								3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	3	San Luis Obispo County, California, United States	US	USCA		35.3666	-120.534	277304	20250919024500	https://keyt.com/news/san-luis-obispo-county/2025/09/18/ryan-james-johnson-convicted-of-felony-dui-while-on-drugs-and-other-charges-thursday/
1263977648	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								1	043	043	04	1	2.8	2	1	2	-0.38610038610039	0								3	Boston, Massachusetts, United States	US	USMA	MA025	42.3584	-71.0598	617565	4	Chilliwack, British Columbia, Canada	CA	CA02	12550	49.1667	-121.95	-562560	20250919024500	https://www.aldergrovestar.com/local-news/cops-for-cancer-roll-through-langley-on-fundraising-ride-8259771
1263977649	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								1	043	043	04	1	2.8	3	1	3	-1.02695763799743	0								3	Gage County, Nebraska, United States	US	USNE		40.2667	-96.6836	835855	3	Gage County, Nebraska, United States	US	USNE		40.2667	-96.6836	835855	20250919024500	https://beatricedailysun.com/opinion/column/article_0c9255ef-5fcd-4662-b8d6-2a925cb71877.html
1263977650	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								1	043	043	04	1	2.8	3	1	3	-1.02695763799743	0								3	Gage County, Nebraska, United States	US	USNE		40.2667	-96.6836	835855	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20250919024500	https://beatricedailysun.com/opinion/column/article_0c9255ef-5fcd-4662-b8d6-2a925cb71877.html
1263977651	20250919	202509	2025	2025.7096											USA	NEBRASKA	USA								1	043	043	04	1	2.8	2	1	2	-1.02695763799743	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20250919024500	https://beatricedailysun.com/opinion/column/article_0c9255ef-5fcd-4662-b8d6-2a925cb71877.html
1263977652	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								0	046	046	04	1	7.0	10	1	10	-2.00573065902579	0								1	Honduras	HO	HO		15	-86.5	HO	1	Honduras	HO	HO		15	-86.5	HO	20250919024500	https://www.king5.com/article/news/community/facing-race/washington-immigration/woman-receives-legal-permanent-residency-status-two-decades-washington-state/281-643741c4-4eb8-4471-95ad-ba4f0e8c6329
1263977653	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								0	046	046	04	1	7.0	4	1	4	0.63492063492064	0								2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	2	Pennsylvania, United States	US	USPA		40.5773	-77.264	PA	20250919024500	https://www.heraldstandard.com/community_life/2025/sep/18/new-survey-shows-rural-pennsylvanians-face-lack-of-mental-health-care/
1263977654	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								0	0831	083	08	2	5.0	4	1	4	-5.14705882352941	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250919024500	https://www.thecollegefix.com/kansas-dept-of-ed-official-fired-after-calling-charlie-kirks-murder-well-deserved/
1263977655	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								0	1041	104	10	3	-5.0	4	1	4	-5.14705882352941	0								2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	2	Kansas, United States	US	USKS		38.5111	-96.8005	KS	20250919024500	https://www.thecollegefix.com/kansas-dept-of-ed-official-fired-after-calling-charlie-kirks-murder-well-deserved/
1263977656	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-12.0967741935484	0								3	Morgan City, Louisiana, United States	US	USLA		29.6994	-91.2068	1627693	3	Morgan City, Louisiana, United States	US	USLA		29.6994	-91.2068	1627693	20250919024500	https://www.wbrz.com/news/four-venezuelan-gang-members-arrested-in-connection-with-atm-burglaries
1263977657	20250919	202509	2025	2025.7096											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	4	1	4	-5.64102564102564	0								3	Olmsted County, Minnesota, United States	US	USMN		44.0005	-92.4502	659500	3	Olmsted County, Minnesota, United States	US	USMN		44.0005	-92.4502	659500	20250919024500	https://kstp.com/kstp-news/local-news/person-of-interest-that-prompted-multiple-minnesota-school-lockdowns-in-custody/
1263977658	20250919	202509	2025	2025.7096											USACOP	UNITED STATES	USA					COP			0	193	193	19	4	-10.0	4	1	4	-4.87804878048781	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20250919024500	https://www.newsx.com/world/29-year-old-telangana-techie-shot-dead-by-us-police-in-california-heres-what-the-cops-said-73846/
1263977659	20250919	202509	2025	2025.7096											VENCRM	VENEZUELAN	VEN					CRM			1	112	112	11	3	-2.0	4	1	4	-12.0967741935484	0								3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	3	Chicago, Illinois, United States	US	USIL	IL031	41.85	-87.6501	423587	20250919024500	https://www.wbrz.com/news/four-venezuelan-gang-members-arrested-in-connection-with-atm-burglaries
1263977660	20250919	202509	2025	2025.7096	AFGINSTAL	TALIBAN	AFG	TAL				INS													1	172	172	17	4	-5.0	10	1	10	-3.17002881844381	4	Balkh, Balkh, Afghanistan	AF	AF30	3480	36.7564	66.8972	-3370021	0								4	Balkh, Balkh, Afghanistan	AF	AF30	3480	36.7564	66.8972	-3370021	20250919024500	https://www.firstpost.com/world/taliban-ban-books-written-by-women-in-universities-as-it-overhaul-education-system-13934992.html
1263977661	20250919	202509	2025	2025.7096	AFR	AFRICA	AFR								NGA	NIGERIAN	NGA								1	042	042	04	1	1.9	2	1	2	0	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Nigeria	NI	NI		10	8	NI	1	Nigeria	NI	NI		10	8	NI	20250919024500	https://baptistnews.com/page/3280/
1263977662	20250919	202509	2025	2025.7096	AFR	AFRICA	AFR								NGA	NIGERIA	NGA								1	042	042	04	1	1.9	1	1	1	0	2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	1	Nigeria	NI	NI		10	8	NI	20250919024500	https://baptistnews.com/page/3280/
1263977663	20250919	202509	2025	2025.7096	AGR	FISHER						AGR													0	010	010	01	1	0.0	6	1	6	0.34782608695652	1	United States	US	US		39.828175	-98.5795	US	0								1	United States	US	US		39.828175	-98.5795	US	20250919024500	https://vanderbilthustler.com/2025/09/18/vanderbilt-college-republicans-hold-vigil-in-honor-of-charlie-kirk/
1263977664	20250919	202509	2025	2025.7096	AGR	FARMER						AGR			BUS	INDUSTRY						BUS			0	051	051	05	1	3.4	30	3	30	2.58770941659989	4	Garvoc, Victoria, Australia	AS	AS07	5407	-38.3	142.833	-1574631	4	Garvoc, Victoria, Australia	AS	AS07	5407	-38.3	142.833	-1574631	4	Garvoc, Victoria, Australia	AS	AS07	5407	-38.3	142.833	-1574631	20250919024500	https://www.westernadvocate.com.au/story/9070230/how-agriculture-will-be-key-to-australias-net-zero-future-plan/
1263977665	20250919	202509	2025	2025.7096	AUS	AUSTRALIA	AUS																		1	036	036	03	1	4.0	30	3	30	2.58770941659989	4	Garvoc, Victoria, Australia	AS	AS07	5407	-38.3	142.833	-1574631	0								4	Garvoc, Victoria, Australia	AS	AS07	5407	-38.3	142.833	-1574631	20250919024500	https://www.westernadvocate.com.au/story/9070230/how-agriculture-will-be-key-to-australias-net-zero-future-plan/
1263977666	20250919	202509	2025	2025.7096	AUS	NEW SOUTH WALES	AUS																		1	051	051	05	1	3.4	10	1	10	4.33734939759036	0								0								0								20250919024500	https://www.miragenews.com/nsw-ambulance-honored-at-statewide-appreciation-1536830/
1263977667	20250919	202509	2025	2025.7096	AUS	SYDNEY	AUS																		0	051	051	05	1	3.4	3	1	3	4.04234841193455	4	Singapore Changi, Singapore (general), Singapore	SN	SN00	18585	1.36167	103.991	-73151	0								4	Singapore Changi, Singapore (general), Singapore	SN	SN00	18585	1.36167	103.991	-73151	20250919024500	https://www.headforpoints.com/2025/09/19/review-qantas-singapore-first-lounge-changi-terminal-1/
