1272979949	20251107	202511	2025	2025.8411	JUD	CIRCUIT COURT OF APPEALS						JUD													0	051	051	05	1	3.4	6	1	6	-0.62780269058296	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	0								2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20251107140000	https://www.sltrib.com/religion/global/2025/11/07/supreme-court-soon-hear-religious/
1272979950	20251107	202511	2025	2025.8411	JUD	SUPREME COURT						JUD													0	051	051	05	1	3.4	10	1	10	-0.62780269058296	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	0								2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251107140000	https://www.sltrib.com/religion/global/2025/11/07/supreme-court-soon-hear-religious/
1272979951	20251107	202511	2025	2025.8411	JUD	JUDGE						JUD													0	084	084	08	2	7.0	1	1	1	-5.20833333333334	3	Lauderdale County, Tennessee, United States	US	USTN	TN097	35.7667	-89.6001	1639763	0								3	Lauderdale County, Tennessee, United States	US	USTN		35.7667	-89.6001	1639763	20251107140000	https://www.yahoo.com/news/articles/tennessee-man-banned-hunting-years-110501137.html
1272979952	20251107	202511	2025	2025.8411	JUD	COUNSELOR						JUD													0	120	120	12	3	-4.0	3	1	3	0.9209888511876	3	San Diego, California, United States	US	USCA	CA073	32.7153	-117.157	1661377	0								3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20251107140000	https://voiceofsandiego.org/2025/11/07/14-years-after-neighborhood-schools-push-san-diego-unified-students-are-just-as-likely-to-choice-out/
1272979953	20251107	202511	2025	2025.8411	JUD	LAWYER						JUD													0	125	125	12	3	-5.0	6	1	6	-12.7982646420825	1	Russia	RS	RS		60	100	RS	0								1	Russia	RS	RS		60	100	RS	20251107140000	https://www.independent.co.uk/news/world/europe/ukraine-russia-pow-court-dmitry-kurashov-b2860584.html
1272979954	20251107	202511	2025	2025.8411	JUD	LAWYER						JUD													0	125	125	12	3	-5.0	2	1	2	-12.7982646420825	1	Russia	RS	RS		60	100	RS	0								1	Ukraine	UP	UP		49	32	UP	20251107140000	https://www.independent.co.uk/news/world/europe/ukraine-russia-pow-court-dmitry-kurashov-b2860584.html
1272979955	20251107	202511	2025	2025.8411	JUD	LAWYER						JUD													0	125	125	12	3	-5.0	2	1	2	-12.7982646420825	1	Ukraine	UP	UP		49	32	UP	0								1	Ukraine	UP	UP		49	32	UP	20251107140000	https://www.independent.co.uk/news/world/europe/ukraine-russia-pow-court-dmitry-kurashov-b2860584.html
1272979956	20251107	202511	2025	2025.8411	JUD	PROSECUTOR						JUD													0	170	170	17	4	-7.0	8	1	8	-6.90954773869347	4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	0								4	Heathrow, Hillingdon, United Kingdom	UK	UKF9	40133	51.4667	-0.45	-2598406	20251107140000	https://www.dailymail.co.uk/news/article-15269293/First-picture-death-row-grandmother-Lindsay-Sandiford-British-soil-returns-Bali-heading-prison-shes-returned.html
1272979957	20251107	202511	2025	2025.8411	JUD	PROSECUTOR						JUD													0	182	182	18	4	-9.5	6	1	6	-4.29654591406908	3	Hamilton County, Tennessee, United States	US	USTN	TN065	35.2001	-85.15	1639749	0								3	Hamilton County, Tennessee, United States	US	USTN		35.2001	-85.15	1639749	20251107140000	https://www.yahoo.com/news/articles/missing-tennessee-woman-stuffed-inside-010003691.html
1272979958	20251107	202511	2025	2025.8411	JUD	PROSECUTOR						JUD													0	182	182	18	4	-9.5	4	1	4	-4.29654591406908	1	China	CH	CH		35	105	CH	0								1	China	CH	CH		35	105	CH	20251107140000	https://www.yahoo.com/news/articles/missing-tennessee-woman-stuffed-inside-010003691.html
1272979959	20251107	202511	2025	2025.8411	JUD	APPEALS COURT						JUD			ABRRAC010	RASTAFARIAN									1	051	051	05	1	3.4	3	1	3	-0.62780269058296	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	2	Oregon, United States	US	USOR		44.5672	-122.127	OR	20251107140000	https://www.sltrib.com/religion/global/2025/11/07/supreme-court-soon-hear-religious/
1272979960	20251107	202511	2025	2025.8411	JUD	LAWYER						JUD			CVL	SETTLEMENT						CVL			1	071	071	07	2	7.4	10	1	10	-4.01234567901234	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	2	New Jersey, United States	US	USNJ		40.314	-74.5089	NJ	20251107140000	https://www.insurancejournal.com/news/east/2025/11/07/846758.htm
1272979961	20251107	202511	2025	2025.8411	JUD	JUDGE						JUD			EDU	SCHOOL						EDU			0	036	036	03	1	4.0	10	1	10	0.9209888511876	3	Logan Heights, California, United States	US	USCA	CA073	32.6992	-117.129	1666554	3	Logan Heights, California, United States	US	USCA		32.6992	-117.129	1666554	3	Logan Heights, California, United States	US	USCA		32.6992	-117.129	1666554	20251107140000	https://voiceofsandiego.org/2025/11/07/14-years-after-neighborhood-schools-push-san-diego-unified-students-are-just-as-likely-to-choice-out/
1272979962	20251107	202511	2025	2025.8411	JUD	BARRISTER						JUD			GBR	UNITED KINGDOM	GBR								1	010	010	01	1	0.0	2	1	2	-10.7462686567165	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251107140000	https://www.irishnews.com/news/northern-ireland/belfast-man-who-tried-to-bite-police-officer-and-subjected-nurse-to-homophobic-slurs-jailed-4DKDMMWNFBCD7L2VTXOMA6N4VQ/
1272979963	20251107	202511	2025	2025.8411	JUD	JUDGE						JUD			GOV	GOVERNMENT						GOV			1	010	010	01	1	0.0	4	1	4	-6.01503759398496	3	North Charleston, South Carolina, United States	US	USSC	SC019	32.8546	-79.9748	1225072	3	North Charleston, South Carolina, United States	US	USSC		32.8546	-79.9748	1225072	1	Indonesia	ID	ID		-5	120	ID	20251107140000	https://abcnews4.com/news/local/boeing-wont-face-criminal-charge-over-737-max-crashes-that-killed-hundreds-of-people
1272979964	20251107	202511	2025	2025.8411	JUD	LAWYER						JUD			GOV	ATTORNEY GENERAL						GOV			0	020	020	02	1	3.0	6	1	6	-4.29654591406908	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	20251107140000	https://www.yahoo.com/news/articles/missing-tennessee-woman-stuffed-inside-010003691.html
1272979965	20251107	202511	2025	2025.8411	JUD	LAWYER						JUD			GOV	ATTORNEY GENERAL						GOV			0	020	020	02	1	3.0	4	1	4	-4.29654591406908	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251107140000	https://www.yahoo.com/news/articles/missing-tennessee-woman-stuffed-inside-010003691.html
1272979966	20251107	202511	2025	2025.8411	JUD	FEDERAL JUDGE						JUD			GOV	ADMINISTRATION						GOV			1	071	071	07	2	7.4	6	1	6	-1.79640718562874	3	Orange County, North Carolina, United States	US	USNC	NC135	36.0668	-79.1164	1008576	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	20251107140000	https://abc11.com/post/nc-attorney-general-jeff-jackson-talk-snap-lawsuit-food-assistance-needs-raleigh/18125372/
1272979967	20251107	202511	2025	2025.8411	JUD	FEDERAL JUDGE						JUD			GOV	ADMINISTRATION						GOV			1	071	071	07	2	7.4	4	1	4	-1.79640718562874	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	20251107140000	https://abc11.com/post/nc-attorney-general-jeff-jackson-talk-snap-lawsuit-food-assistance-needs-raleigh/18125372/
1272979968	20251107	202511	2025	2025.8411	JUD	FEDERAL JUDGE						JUD			GOV	ADMINISTRATION						GOV			1	111	111	11	3	-2.0	6	1	6	-1.79640718562874	3	Orange County, North Carolina, United States	US	USNC	NC135	36.0668	-79.1164	1008576	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	3	Orange County, North Carolina, United States	US	USNC		36.0668	-79.1164	1008576	20251107140000	https://abc11.com/post/nc-attorney-general-jeff-jackson-talk-snap-lawsuit-food-assistance-needs-raleigh/18125372/
1272979969	20251107	202511	2025	2025.8411	JUD	FEDERAL JUDGE						JUD			GOV	ADMINISTRATION						GOV			1	111	111	11	3	-2.0	4	1	4	-1.79640718562874	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	3	Raleigh, North Carolina, United States	US	USNC	NC183	35.7721	-78.6386	1024242	20251107140000	https://abc11.com/post/nc-attorney-general-jeff-jackson-talk-snap-lawsuit-food-assistance-needs-raleigh/18125372/
1272979970	20251107	202511	2025	2025.8411	JUD	FEDERAL JUDGE						JUD			GOV	ADMINISTRATION						GOV			0	111	111	11	3	-2.0	3	1	3	-1.92153722978383	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251107140000	https://www.politicspa.com/11-7-playbook-how-the-race-was-won/144915/
1272979971	20251107	202511	2025	2025.8411	JUD	JUDGE						JUD			PAK	PAKISTAN	PAK								0	010	010	01	1	0.0	3	1	3	-2.3094688221709	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20251107140000	https://www.thenews.com.pk/latest/1356385-deadlock-continues-between-ppp-pml-n-on-27th-amendment
1272979972	20251107	202511	2025	2025.8411	JUD	JUDGE						JUD			PAKJUD	PAKISTAN	PAK					JUD			0	014	014	01	1	0.0	2	1	2	-2.3094688221709	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	5	Balochistan, Balochistan, Pakistan	PK	PK02	40300	28.4785	65.6436	-2755738	20251107140000	https://www.thenews.com.pk/latest/1356385-deadlock-continues-between-ppp-pml-n-on-27th-amendment
1272979973	20251107	202511	2025	2025.8411	JUD	CHIEF JUSTICE						JUD			USA	UNITED STATES	USA								1	020	020	02	1	3.0	2	1	2	-2.11480362537764	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20251107140000	https://www.fastmarkets.com/insights/trump-v-supreme-court-ieepa-tariffs-under-the-spotlight/
1272979974	20251107	202511	2025	2025.8411	JUD	ATTORNEY						JUD			USA	UNITED STATES	USA								0	040	040	04	1	1.0	4	1	4	-3.55594102341717	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20251107140000	https://www.sun-sentinel.com/2025/11/07/altidor-massacre-family-holds-faith-cold-case-will-be-solved-listen-to-felonious-florida-podcast/
1272979975	20251107	202511	2025	2025.8411	JUD	CIRCUIT COURT OF APPEALS						JUD			USA	UNITED STATES	USA								0	051	051	05	1	3.4	4	1	4	-0.62780269058296	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	2	Louisiana, United States	US	USLA		31.1801	-91.8749	LA	20251107140000	https://www.sltrib.com/religion/global/2025/11/07/supreme-court-soon-hear-religious/
1272979976	20251107	202511	2025	2025.8411	JUD	SUPREME COURT						JUD			USA	AMERICAN	USA								1	111	111	11	3	-2.0	4	1	4	-7.39371534195933	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20251107140000	https://www.independent.co.uk/asia/india/air-india-crash-father-supreme-court-b2860618.html
1272979977	20251107	202511	2025	2025.8411	JUD	FEDERAL JUDGE						JUD			USAGOV	UNITED STATES	USA					GOV			0	111	111	11	3	-2.0	2	1	2	-1.92153722978383	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	3	Philadelphia, Pennsylvania, United States	US	USPA	PA101	39.9523	-75.1638	1209052	20251107140000	https://www.politicspa.com/11-7-playbook-how-the-race-was-won/144915/
1272979978	20251107	202511	2025	2025.8411	JUD	SUPREME COURT						JUD			USAMED	AMERICAN	USA					MED			1	111	111	11	3	-2.0	6	1	6	-7.39371534195933	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	4	Ahmedabad, Gujarat, India	IN	IN09	17644	23.0333	72.6167	-2088270	20251107140000	https://www.independent.co.uk/asia/india/air-india-crash-father-supreme-court-b2860618.html
1272979979	20251107	202511	2025	2025.8411	JUD	JUDGE						JUD			cad	CADDO			cad						0	043	043	04	1	2.8	10	1	10	-5.07614213197969	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	3	Dallas, Texas, United States	US	USTX	TX113	32.7831	-96.8067	1380944	20251107140000	https://k945.com/ixp/180/p/shreveport-deadly-eviction-shooting/
1272979980	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								BUS	BANK						BUS			0	057	057	05	1	8.0	5	1	5	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979981	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								GOV	MINISTRY						GOV			0	057	057	05	1	8.0	5	1	5	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979982	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								KGZ	KYRGYZSTAN	KGZ								1	043	043	04	1	2.8	2	1	2	3.06513409961686	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kyrgyzstan	KG	KG		41	75	KG	1	Kazakhstan	KZ	KZ		48	68	KZ	20251107140000	https://sana.sy/en/international/2276332/
1272979983	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								KGZ	KYRGYZSTAN	KGZ								1	043	043	04	1	2.8	2	1	2	3.06513409961686	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	1	Kazakhstan	KZ	KZ		48	68	KZ	20251107140000	https://sana.sy/en/international/2276332/
1272979984	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								KGZ	KYRGYZSTAN	KGZ								1	044	044	04	1	2.5	6	1	6	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	1	Kyrgyzstan	KG	KG		41	75	KG	1	Turkmenistan	TX	TX		40	60	TX	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979985	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								KGZ	KYRGYZSTAN	KGZ								1	044	044	04	1	2.5	2	1	2	3.93313667649951	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	1	Turkmenistan	TX	TX		40	60	TX	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979986	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								KGZ	KYRGYZSTAN	KGZ								1	044	044	04	1	2.5	2	1	2	3.93313667649951	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979987	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								SYR	SYRIAN	SYR								1	043	043	04	1	2.8	4	1	4	3.06513409961686	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	1	China	CH	CH		35	105	CH	20251107140000	https://sana.sy/en/international/2276332/
1272979988	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								TJK	TAJIKISTAN	TJK								1	044	044	04	1	2.5	6	1	6	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	1	Tajikistan	TI	TI		39	71	TI	1	Turkmenistan	TX	TX		40	60	TX	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979989	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								TJK	TAJIKISTAN	TJK								1	044	044	04	1	2.5	2	1	2	3.93313667649951	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Kyrgyzstan	KG	KG		41	75	KG	1	Turkmenistan	TX	TX		40	60	TX	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979990	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								TJK	TAJIKISTAN	TJK								1	044	044	04	1	2.5	2	1	2	3.93313667649951	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979991	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								TKM	TURKMENISTAN	TKM								1	044	044	04	1	2.5	6	1	6	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979992	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								TKM	TURKMENISTAN	TKM								1	044	044	04	1	2.5	2	1	2	3.93313667649951	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Tajikistan	TI	TI		39	71	TI	1	Turkmenistan	TX	TX		40	60	TX	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979993	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								TKM	TURKMENISTAN	TKM								1	044	044	04	1	2.5	2	1	2	3.93313667649951	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979994	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								USAGOV	THE US	USA					GOV			0	030	030	03	1	4.0	1	1	1	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979995	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								USAGOV	THE US	USA					GOV			0	030	030	03	1	4.0	1	1	1	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979996	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								USAGOV	OVAL OFFICE	USA					GOV			1	046	046	04	1	7.0	6	1	6	3.93313667649951	4	Katpar, Shyghys Qazaqstan, Kazakhstan	KZ	KZ15	37308	49.6397	82.9617	-3781384	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979997	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								USAGOV	OVAL OFFICE	USA					GOV			1	046	046	04	1	7.0	2	1	2	3.93313667649951	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Kyrgyzstan	KG	KG		41	75	KG	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
1272979998	20251107	202511	2025	2025.8411	KAZ	KAZAKHSTAN	KAZ								USAGOV	OVAL OFFICE	USA					GOV			1	046	046	04	1	7.0	2	1	2	3.93313667649951	1	Uzbekistan	UZ	UZ		41.707542	63.84911	UZ	1	Turkmenistan	TX	TX		40	60	TX	1	Turkmenistan	TX	TX		40	60	TX	20251107140000	https://www.euronews.com/2025/11/07/trump-and-leaders-of-central-asian-countries-meet-in-the-white-house
