1265289853	20240926	202409	2024	2024.7288	AUS	AUSTRALIA	AUS								CVL	COMMUNITY						CVL			0	012	012	01	1	-0.4	2	1	2	-0.40899795501022	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	4	Glenside, Western Australia, Australia	AS	AS08	5485	-31.3257	116.666	11459375	20250926033000	https://www.abc.net.au/news/2025-09-26/sa-declared-public-precincts/105820216
1265289921	20250926	202509	2025	2025.7288											PAK	PAKISTAN	PAK								1	057	057	05	1	8.0	10	1	10	0.8695652173913	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250926033000	https://www.dawn.com/news/1944639/loan-inflows-nearly-double-in-two-months
1265289922	20250926	202509	2025	2025.7288											PSE	PALESTINIAN	PSE								0	050	050	05	1	3.5	1	1	1	-8.4788029925187	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	20250926033000	https://www.presstv.ir/Detail/2025/09/26/755725/UNRWA-chief--Conditions-in-Gaza-
1265289923	20250926	202509	2025	2025.7288											PSE	PALESTINIAN	PSE								0	050	050	05	1	3.5	1	1	1	-8.4788029925187	0								4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	4	Unrwa, West Bank (general), West Bank	WE	WE00	68767	31.8984	35.1773	11289236	20250926033000	https://www.presstv.ir/Detail/2025/09/26/755725/UNRWA-chief--Conditions-in-Gaza-
1265289924	20250926	202509	2025	2025.7288											USA	CALIFORNIA	USA								0	020	020	02	1	3.0	2	1	2	1.99647680563711	0								3	Hillcrest, California, United States	US	USCA	CA089	40.8638	-121.909	261354	3	Hillcrest, California, United States	US	USCA	CA089	40.8638	-121.909	261354	20250926033000	https://www.sandiegouniontribune.com/2025/09/25/as-san-diego-schools-first-black-and-first-female-leader-bertha-pendleton-showed-willingness-to-share-with-everybody/
1265289925	20250926	202509	2025	2025.7288											USA	SAN FRANCISCO	USA								0	020	020	02	1	3.0	10	1	10	-6.77506775067751	0								3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	3	San Francisco, California, United States	US	USCA		37.7749	-122.419	277593	20250926033000	https://www.telegraphherald.com/ap/national/article_345b0cf7-45b8-5501-8d1d-df1308e247aa.html
1265289926	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	030	030	03	1	4.0	4	1	4	-7.85714285714286	0								2	Nevada, United States	US	USNV		38.4199	-117.122	NV	2	Nevada, United States	US	USNV		38.4199	-117.122	NV	20250926033000	https://www.kolotv.com/2025/09/26/ex-uprise-fiber-ceo-pleads-not-guilty-31-theft-charges/
1265289927	20250926	202509	2025	2025.7288											USA	AMERICAN	USA								0	036	036	03	1	4.0	2	1	2	-1.36986301369863	0								2	Iowa, United States	US	USIA		42.0046	-93.214	IA	2	Iowa, United States	US	USIA		42.0046	-93.214	IA	20250926033000	https://www.ktiv.com/2025/09/25/le-mars-father-turns-grief-into-conversation/
1265289928	20250926	202509	2025	2025.7288											USA	WASHINGTON	USA								1	040	040	04	1	1.0	1	1	1	-1.05820105820105	0								4	Cessnock, New South Wales, Australia	AS	AS02	5096	-32.8321	151.356	-1565008	4	Cessnock, New South Wales, Australia	AS	AS02	5096	-32.8321	151.356	-1565008	20250926033000	https://www.cessnockadvertiser.com.au/story/9075214/grattan-albanese-advances-climate-goals-palestine-recognition/
1265289929	20250926	202509	2025	2025.7288											USA	NEW YORK	USA								0	040	040	04	1	1.0	2	1	2	1.66666666666667	0								4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250926033000	https://www.financialexpress.com/world-news/trump-meets-shehbaz-sharif-asim-munir-on-sidelines-of-unga-hails-pakistan-pm-as-great-leader/3989846/
1265289930	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	040	040	04	1	1.0	4	1	4	4.68431771894094	0								3	University Of Texas, Texas, United States	US	USTX		30.286	-97.7389	1349113	3	University Of Texas, Texas, United States	US	USTX		30.286	-97.7389	1349113	20250926033000	https://www.galvnews.com/news/utmb-health-system-ceo-represents-texas-on-global-stage-in-brain-health-initiative/article_4a0426d1-01ad-5343-9f28-029dbd541f71.html
1265289931	20250926	202509	2025	2025.7288											USA	NEW YORK	USA								0	040	040	04	1	1.0	8	1	8	1.66666666666667	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	4	Islamabad, Islamabad, Pakistan	PK	PK08	23674	33.7	73.1667	-2762812	20250926033000	https://www.financialexpress.com/world-news/trump-meets-shehbaz-sharif-asim-munir-on-sidelines-of-unga-hails-pakistan-pm-as-great-leader/3989846/
1265289932	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	3.40136054421769	0								4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20250926033000	https://www.japantimes.co.jp/news/2025/09/26/world/trump-erdogan-meet/
1265289933	20250926	202509	2025	2025.7288											USA	AMERICAN	USA								1	042	042	04	1	1.9	3	1	3	-3.84615384615384	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	1	Japan	JA	JA		36	138	JA	20250926033000	https://www.gmanetwork.com/news/topstories/nation/960392/us-maritime-security-fund-ph-indo-pacific-nations/story/
1265289934	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	042	042	04	1	1.9	4	1	4	-2.77777777777778	0								3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	3	Manhattan, New York, United States	US	USNY	NY061	40.7834	-73.9662	971945	20250926033000	https://gothamist.com/news/grand-central-terminal-goes-dark-after-thursday-rush-hour
1265289935	20250926	202509	2025	2025.7288											USA	SAN DIEGO	USA								0	043	043	04	1	2.8	2	1	2	1.99647680563711	0								3	Chattanooga, Tennessee, United States	US	USTN	TN065	35.0456	-85.3097	1307240	3	San Diego, California, United States	US	USCA		32.7153	-117.157	1661377	20250926033000	https://www.sandiegouniontribune.com/2025/09/25/as-san-diego-schools-first-black-and-first-female-leader-bertha-pendleton-showed-willingness-to-share-with-everybody/
1265289936	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								0	043	043	04	1	2.8	2	1	2	4.66666666666667	0								3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	3	Richmond, Virginia, United States	US	USVA	VA760	37.5538	-77.4603	1499957	20250926033000	https://richmondfreepress.com/news/2025/sep/25/peacefest-links-richmonds-marchers-music-and-climate-action/
1265289937	20250926	202509	2025	2025.7288											USA	HOUSTON	USA								1	046	046	04	1	7.0	7	1	7	4.68431771894094	0								3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20250926033000	https://www.galvnews.com/news/utmb-health-system-ceo-represents-texas-on-global-stage-in-brain-health-initiative/article_4a0426d1-01ad-5343-9f28-029dbd541f71.html
1265289938	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								0	050	050	05	1	3.5	4	1	4	-0.19872813990461	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250926033000	https://www.nbclosangeles.com/news/national-international/insurance-denied-mental-health-treatment-boy-psychiatric-impatient/3783265/
1265289939	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-0.19872813990461	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20250926033000	https://www.nbclosangeles.com/news/national-international/insurance-denied-mental-health-treatment-boy-psychiatric-impatient/3783265/
1265289940	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-0.19872813990461	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20250926033000	https://www.nbclosangeles.com/news/national-international/insurance-denied-mental-health-treatment-boy-psychiatric-impatient/3783265/
1265289941	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								0	051	051	05	1	3.4	2	1	2	-7.16145833333334	0								2	Colorado, United States	US	USCO		39.0646	-105.327	CO	2	Colorado, United States	US	USCO		39.0646	-105.327	CO	20250926033000	https://www.timescall.com/2025/09/24/critics-call-broomfield-city-council-resign-opinion/
1265289942	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								0	060	060	06	2	6.0	1	1	1	-0.19872813990461	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250926033000	https://www.nbclosangeles.com/news/national-international/insurance-denied-mental-health-treatment-boy-psychiatric-impatient/3783265/
1265289943	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								0	060	060	06	2	6.0	1	1	1	-0.19872813990461	0								3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250926033000	https://www.nbclosangeles.com/news/national-international/insurance-denied-mental-health-treatment-boy-psychiatric-impatient/3783265/
1265289944	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	112	112	11	3	-2.0	4	1	4	-13.2867132867133	0								3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	3	Bexar County, Texas, United States	US	USTX		29.4502	-98.517	1383800	20250926033000	https://news4sanantonio.com/news/local/manhunt-for-brian-travis-reynolds-19-after-gunfire-during-assault-in-west-bexar-county-deputies-bcso-wanted-aggravated-deadly-weapon
1265289945	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	130	130	13	3	-4.4	4	1	4	2.07100591715977	0								3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	3	Hollywood, California, United States	US	USCA	CA037	34.0983	-118.327	1660757	20250926033000	https://nationalenquirer.com/pete-davidson-calls-out-fans-for-turning-on-pedro-pascal-criticizes-fast-turn-of-celebrity-culture/
1265289946	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-11.6402116402116	0								3	Harris County, Texas, United States	US	USTX		29.8336	-95.4002	1383886	3	Houston, Texas, United States	US	USTX	TX201	29.7633	-95.3633	1380948	20250926033000	https://www.galvnews.com/news/houston-man-charged-in-league-city-walmart-robbery/article_5a359428-e908-5c35-a7b1-e63f1d246b6d.html
1265289947	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	1	1	1	-11.6402116402116	0								3	Harris County, Texas, United States	US	USTX		29.8336	-95.4002	1383886	3	Harris County, Texas, United States	US	USTX		29.8336	-95.4002	1383886	20250926033000	https://www.galvnews.com/news/houston-man-charged-in-league-city-walmart-robbery/article_5a359428-e908-5c35-a7b1-e63f1d246b6d.html
1265289948	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	173	173	17	4	-5.0	2	1	2	-9.46502057613172	0								3	Fremont, California, United States	US	USCA	CA071	35.1916	-117.577	252893	3	Fremont, California, United States	US	USCA	CA071	35.1916	-117.577	252893	20250926033000	https://www.nydailynews.com/2025/09/25/california-vigilante-murders-71-year-old-sex-offender/
1265289949	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								0	190	190	19	4	-10.0	4	1	4	-3.93939393939394	0								3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	3	San Antonio, Texas, United States	US	USTX		29.4241	-98.4936	1380951	20250926033000	https://news4sanantonio.com/news/local/families-of-cold-case-victims-in-san-antonio-demand-answers-from-police
1265289950	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	6	1	4	-9.46502057613172	0								3	Fremont, California, United States	US	USCA	CA071	35.1916	-117.577	252893	3	Fremont, California, United States	US	USCA	CA071	35.1916	-117.577	252893	20250926033000	https://www.nydailynews.com/2025/09/25/california-vigilante-murders-71-year-old-sex-offender/
1265289951	20250926	202509	2025	2025.7288											USA	UNITED STATES	USA								1	190	190	19	4	-10.0	6	1	6	-7.19424460431655	0								3	Sergeant Bluff, Iowa, United States	US	USIA		42.4039	-96.3586	461507	3	Sergeant Bluff, Iowa, United States	US	USIA		42.4039	-96.3586	461507	20250926033000	https://www.ktiv.com/2025/09/25/fire-breaks-out-home-sergeant-bluff-ia/
1265289952	20250926	202509	2025	2025.7288											USACOP	UNITED STATES	USA					COP			0	190	190	19	4	-10.0	1	1	1	-8.04150453955901	0								3	Laguna Beach, California, United States	US	USCA		33.5422	-117.783	1660874	3	Laguna Beach, California, United States	US	USCA		33.5422	-117.783	1660874	20250926033000	https://www.nbclosangeles.com/news/local/dr-laguna-investigation-orange-county-plastic-surgeon/3783329/
1265289953	20250926	202509	2025	2025.7288											USACOP	UNITED STATES	USA					COP			0	190	190	19	4	-10.0	1	1	1	-8.04150453955901	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250926033000	https://www.nbclosangeles.com/news/local/dr-laguna-investigation-orange-county-plastic-surgeon/3783329/
1265289954	20250926	202509	2025	2025.7288											USAGOV	OVAL OFFICE	USA					GOV			1	036	036	03	1	4.0	4	1	4	1.66666666666667	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://www.financialexpress.com/world-news/trump-meets-shehbaz-sharif-asim-munir-on-sidelines-of-unga-hails-pakistan-pm-as-great-leader/3989846/
1265289955	20250926	202509	2025	2025.7288											USAGOV	THE WHITE HOUSE	USA					GOV			1	042	042	04	1	1.9	2	1	2	3.40136054421769	0								4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20250926033000	https://www.japantimes.co.jp/news/2025/09/26/world/trump-erdogan-meet/
1265289956	20250926	202509	2025	2025.7288											USAGOV	OVAL OFFICE	USA					GOV			1	046	046	04	1	7.0	4	1	4	1.66666666666667	0								3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	3	White House, District of Columbia, United States	US	USDC		38.8951	-77.0364	531871	20250926033000	https://www.financialexpress.com/world-news/trump-meets-shehbaz-sharif-asim-munir-on-sidelines-of-unga-hails-pakistan-pm-as-great-leader/3989846/
1265289957	20250926	202509	2025	2025.7288											USAGOV	UNITED STATES	USA					GOV			0	060	060	06	2	6.0	1	1	1	-0.19872813990461	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20250926033000	https://www.nbclosangeles.com/news/national-international/insurance-denied-mental-health-treatment-boy-psychiatric-impatient/3783265/
1265289958	20250926	202509	2025	2025.7288	ABRRAC010	RASTAFARIAN																			0	111	111	11	3	-2.0	3	1	3	-0.81499592502038	4	Kumasi, Ashanti, Ghana	GH	GH02	190720	6.68333	-1.61667	-2075172	0								4	Kumasi, Ashanti, Ghana	GH	GH02	190720	6.68333	-1.61667	-2075172	20250926033000	https://thechronicle.com.gh/feature-asantehemaas-d%C9%94te-yie/
1265289959	20250926	202509	2025	2025.7288	ABRRAC010	RASTAFARIAN									GHA	GHANA	GHA								0	111	111	11	3	-2.0	2	1	2	-0.81499592502038	4	Kumasi, Ashanti, Ghana	GH	GH02	190720	6.68333	-1.61667	-2075172	4	Kumasi, Ashanti, Ghana	GH	GH02	190720	6.68333	-1.61667	-2075172	4	Kumasi, Ashanti, Ghana	GH	GH02	190720	6.68333	-1.61667	-2075172	20250926033000	https://thechronicle.com.gh/feature-asantehemaas-d%C9%94te-yie/
1265289960	20250926	202509	2025	2025.7288	AGR	FARMER						AGR													1	043	043	04	1	2.8	10	1	10	8.92857142857143	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20250926033000	https://midmichigannow.com/news/local/flint-farmers-market-hosts-oktoberfest-celebration
1265289961	20250926	202509	2025	2025.7288	AGR	FARMER						AGR													1	051	051	05	1	3.4	10	1	10	8.92857142857143	1	Germany	GM	GM		51.5	10.5	GM	0								1	Germany	GM	GM		51.5	10.5	GM	20250926033000	https://midmichigannow.com/news/local/flint-farmers-market-hosts-oktoberfest-celebration
1265289962	20250926	202509	2025	2025.7288	ALB	ALBANIA	ALB																		1	110	110	11	3	-2.0	1	1	1	3.51437699680511	1	Albania	AL	AL		41	20	AL	0								1	Albania	AL	AL		41	20	AL	20250926033000	https://www.bssnews.net/news-flash/315569
1265289963	20250926	202509	2025	2025.7288	ALB	ALBANIA	ALB																		1	110	110	11	3	-2.0	1	1	1	3.51437699680511	1	Albania	AL	AL		41	20	AL	0								1	Bangladesh	BG	BG		24	90	BG	20250926033000	https://www.bssnews.net/news-flash/315569
1265289964	20250926	202509	2025	2025.7288	ALB	ALBANIA	ALB								BGD	BANGLADESHI	BGD								0	051	051	05	1	3.4	1	1	1	3.51437699680511	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20250926033000	https://www.bssnews.net/news-flash/315569
1265289965	20250926	202509	2025	2025.7288	ALB	ALBANIA	ALB								BGD	BANGLADESH	BGD								1	051	051	05	1	3.4	2	1	2	3.51437699680511	1	Albania	AL	AL		41	20	AL	1	Bangladesh	BG	BG		24	90	BG	1	Albania	AL	AL		41	20	AL	20250926033000	https://www.bssnews.net/news-flash/315569
1265289966	20250926	202509	2025	2025.7288	ALB	ALBANIA	ALB								BGD	BANGLADESHI	BGD								0	051	051	05	1	3.4	1	1	1	3.51437699680511	1	Albania	AL	AL		41	20	AL	1	Bangladesh	BG	BG		24	90	BG	1	Bangladesh	BG	BG		24	90	BG	20250926033000	https://www.bssnews.net/news-flash/315569
1265289967	20250926	202509	2025	2025.7288	ALB	ALBANIA	ALB								EDU	PROFESSOR						EDU			1	040	040	04	1	1.0	2	1	2	3.51437699680511	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20250926033000	https://www.bssnews.net/news-flash/315569
1265289968	20250926	202509	2025	2025.7288	ALBEDU	ALBANIA	ALB					EDU			ALBGOV	ALBANIA	ALB					GOV			1	040	040	04	1	1.0	2	1	2	3.51437699680511	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20250926033000	https://www.bssnews.net/news-flash/315569
1265289969	20250926	202509	2025	2025.7288	ALBGOV	ALBANIA	ALB					GOV			ALB	ALBANIA	ALB								1	020	020	02	1	3.0	2	1	2	3.51437699680511	1	Albania	AL	AL		41	20	AL	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	1	Albania	AL	AL		41	20	AL	20250926033000	https://www.bssnews.net/news-flash/315569
1265289970	20250926	202509	2025	2025.7288	ALBGOV	ALBANIA	ALB					GOV			ALBEDU	ALBANIA	ALB					EDU			1	040	040	04	1	1.0	2	1	2	3.51437699680511	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	1	Albania	AL	AL		41	20	AL	20250926033000	https://www.bssnews.net/news-flash/315569
