1274198708	20241114	202411	2024	2024.8603											GOVOPP	GOVERNMENT						GOV	OPP		0	170	170	17	4	-7.0	10	1	10	-2.40073868882733	0								4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	4	Dhaka, Dhaka, Bangladesh	BG	BG81	5778	23.7231	90.4086	-2737683	20251114144500	https://www.dw.com/en/why-is-india-upping-forces-at-chokepoint-with-bangladesh/a-74745741
1274198774	20251114	202511	2025	2025.8603											CYM	CAYMAN ISLAND	CYM								0	040	040	04	1	1.0	4	1	4	7.50750750750751	0								4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	20251114144500	https://www.radiocayman.gov.ky/news/dcfs-hosts-first-ever-child-safeguarding-week
1274198775	20251114	202511	2025	2025.8603											CYMGOV	CAYMAN ISLAND	CYM					GOV			1	043	043	04	1	2.8	10	1	10	-1.50753768844221	0								4	Bodden Town, , Cayman Islands	CJ	CJ00	68758	19.2833	-81.25	-1187391	4	Bodden Town, , Cayman Islands	CJ	CJ00	68758	19.2833	-81.25	-1187391	20251114144500	https://www.radiocayman.gov.ky/news/police-investigate-serious-single-vehicle-collision-in-bodden-town
1274198776	20251114	202511	2025	2025.8603											EDU	COLLEGE						EDU			0	010	010	01	1	0.0	1	1	1	-2.50231696014829	0								3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
1274198777	20251114	202511	2025	2025.8603											EDU	COLLEGE						EDU			1	020	020	02	1	3.0	2	1	2	-2.50231696014829	0								3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
1274198778	20251114	202511	2025	2025.8603											EDU	STUDENT						EDU			1	036	036	03	1	4.0	5	1	5	5.58139534883721	0								4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	4	Enugu, Enugu, Nigeria	NI	NI47	191302	6.4402	7.4943	-2006530	20251114144500	https://dailypost.ng/2025/11/14/begin-your-future-today-maduka-university-enugu-opens-admissions-for-2025-2026-academic-session/
1274198779	20251114	202511	2025	2025.8603											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	3	1	3	-1.43497757847534	0								3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20251114144500	https://www.dallasnews.com/news/education/2025/11/14/as-takeover-takes-shape-fort-worth-isd-parents-demand-answers-from-state/
1274198780	20251114	202511	2025	2025.8603											EDU	COLLEGE						EDU			1	040	040	04	1	1.0	2	1	2	-2.50231696014829	0								3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
1274198781	20251114	202511	2025	2025.8603											EDU	SCHOOL						EDU			0	040	040	04	1	1.0	2	1	2	-1.43497757847534	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	3	Fort Worth, Texas, United States	US	USTX		32.7254	-97.3208	1380947	20251114144500	https://www.dallasnews.com/news/education/2025/11/14/as-takeover-takes-shape-fort-worth-isd-parents-demand-answers-from-state/
1274198782	20251114	202511	2025	2025.8603											EDU	COLLEGE						EDU			0	042	042	04	1	1.9	1	1	1	-2.50231696014829	0								3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	3	Beloit, Wisconsin, United States	US	USWI	WI105	42.5083	-89.0318	1561548	20251114144500	https://www.foxnews.com/politics/congressman-says-he-blown-off-wisconsin-college-accused-blocking-new-tpusa-chapter
1274198783	20251114	202511	2025	2025.8603											EDU	SCHOOL						EDU			1	042	042	04	1	1.9	2	1	2	-2.75590551181103	0								4	Farmleigh, Laois, Ireland	EI	EI15	18305	52.9022	-7.39806	404090	4	Farmleigh, Laois, Ireland	EI	EI15	18305	52.9022	-7.39806	404090	20251114144500	https://www.irishtimes.com/crime-law/2025/11/14/mysterious-case-of-the-missing-dublin-schoolboy-philip-cairns/
1274198784	20251114	202511	2025	2025.8603											EDU	UNIVERSITY						EDU			1	042	042	04	1	1.9	8	1	8	0.46367851622875	0								1	Canada	CA	CA		60	-96	CA	1	Canada	CA	CA		60	-96	CA	20251114144500	https://www.queensjournal.ca/remembrance-day-event-recognizes-fallen-canadian-soldiers/
1274198785	20251114	202511	2025	2025.8603											EDU	SCHOOL						EDU			0	043	043	04	1	2.8	14	1	10	-2.75590551181103	0								4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	4	Rathfarnham, County South Dublin, Ireland	EI	EI39	18288	53.3006	-6.28278	-1505224	20251114144500	https://www.irishtimes.com/crime-law/2025/11/14/mysterious-case-of-the-missing-dublin-schoolboy-philip-cairns/
1274198786	20251114	202511	2025	2025.8603											EDU	STUDENT						EDU			0	0874	087	08	2	10.0	10	1	10	-0.62630480167015	0								3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	20251114144500	https://www.aol.com/articles/where-ruby-bridges-now-her-120000092.html
1274198787	20251114	202511	2025	2025.8603											EDU	SCHOOL						EDU			0	110	110	11	3	-2.0	10	1	10	-0.62630480167015	0								3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	3	New Orleans, Louisiana, United States	US	USLA		29.9546	-90.0751	1629985	20251114144500	https://www.aol.com/articles/where-ruby-bridges-now-her-120000092.html
1274198788	20251114	202511	2025	2025.8603											EDU	SCHOOL						EDU			1	190	190	19	4	-10.0	1	1	1	5.10046367851622	0								4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	4	Cayman, , Cayman Islands	CJ	CJ00		19.5	-80.6667	-1187406	20251114144500	https://www.radiocayman.gov.ky/news/stem-racing-reaches-cayman-brac
1274198789	20251114	202511	2025	2025.8603											EDUBUS	COLLEGE						EDU	BUS		1	040	040	04	1	1.0	5	1	5	4.92700729927007	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251114144500	https://www.forbes.com/councils/forbescommunicationscouncil/2025/11/14/the-ripple-effect-of-connection-how-to-lead-with-courage-and-empathy/
1274198790	20251114	202511	2025	2025.8603											ETH	ETHIOPIA	ETH								1	042	042	04	1	1.9	10	1	10	5.94059405940594	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20251114144500	https://www.ena.et/web/eng/w/eng_7705730
1274198791	20251114	202511	2025	2025.8603											ETH	ETHIOPIAN	ETH								1	057	057	05	1	8.0	3	1	3	2.76243093922652	0								1	Ethiopia	ET	ET		8	38	ET	1	Ethiopia	ET	ET		8	38	ET	20251114144500	https://www.ecofinagency.com/news-digital/1411-50491-rvb-signs-agreement-with-ethiopia-s-sovereign-wealth-fund-preparing-first-africa-entry
1274198792	20251114	202511	2025	2025.8603											EUR	EUROPEAN	EUR								1	043	043	04	1	2.8	3	1	3	6.50263620386644	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251114144500	https://www.manilatimes.net/2025/11/14/tmt-newswire/globenewswire/scento-invests-25m-to-revolutionize-european-luxury-perfume-discovery-and-transform-online-fragrance-shopping-at-scale/2224317
1274198793	20251114	202511	2025	2025.8603											EUR	EUROPEAN	EUR								0	190	190	19	4	-10.0	5	1	5	6.50263620386644	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20251114144500	https://www.manilatimes.net/2025/11/14/tmt-newswire/globenewswire/scento-invests-25m-to-revolutionize-european-luxury-perfume-discovery-and-transform-online-fragrance-shopping-at-scale/2224317
1274198794	20251114	202511	2025	2025.8603											GBR	SCOTLAND	GBR								1	030	030	03	1	4.0	10	1	10	1.36612021857923	0								4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	4	Edinburgh, Edinburgh, City of, United Kingdom	UK	UKU8	40173	55.95	-3.2	-2595386	20251114144500	https://www.cotswoldjournal.co.uk/news/25622627.hayley-valentine-appointed-new-bbc-scotland-director/
1274198795	20251114	202511	2025	2025.8603											GBR	LEEDS	GBR								1	042	042	04	1	1.9	10	1	10	-7.33137829912023	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251114144500	https://www.bbc.co.uk/news/articles/c9v14j2egeko
1274198796	20251114	202511	2025	2025.8603											GBR	UNITED KINGDOM	GBR								0	057	057	05	1	8.0	1	1	1	6.93739424703892	0								4	Kitimat, British Columbia, Canada	CA	CA02	154724	54	-128.7	-567354	4	Kitimat, British Columbia, Canada	CA	CA02	154724	54	-128.7	-567354	20251114144500	https://www.mining-technology.com/news/copper-quest-to-acquire-alpine-gold/
1274198797	20251114	202511	2025	2025.8603											GBR	UNITED KINGDOM	GBR								0	057	057	05	1	8.0	1	1	1	6.93739424703892	0								1	United Kingdom	UK	UK		54	-4	UK	4	Kitimat, British Columbia, Canada	CA	CA02	154724	54	-128.7	-567354	20251114144500	https://www.mining-technology.com/news/copper-quest-to-acquire-alpine-gold/
1274198798	20251114	202511	2025	2025.8603											GBR	BIRMINGHAM	GBR								0	173	173	17	4	-5.0	5	1	5	-7.33137829912023	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251114144500	https://www.bbc.co.uk/news/articles/c9v14j2egeko
1274198799	20251114	202511	2025	2025.8603											GBR	BIRMINGHAM	GBR								0	190	190	19	4	-10.0	5	1	5	-7.33137829912023	0								1	Australia	AS	AS		-25	135	AS	1	Australia	AS	AS		-25	135	AS	20251114144500	https://www.bbc.co.uk/news/articles/c9v14j2egeko
1274198800	20251114	202511	2025	2025.8603											GBREDU	UNITED KINGDOM	GBR					EDU			0	051	051	05	1	3.4	4	1	4	0.24813895781637	0								4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	4	Nottingham, Nottingham, United Kingdom	UK	UKJ8	40126	52.9667	-1.16667	-2604469	20251114144500	https://thetab.com/2025/11/14/academic-snobbery-russell-group-uni-slammed-by-critics-over-axing-of-48-courses
1274198801	20251114	202511	2025	2025.8603											GOV	PRESIDENT						GOV			1	020	020	02	1	3.0	7	1	7	-3.89610389610389	0								1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20251114144500	https://www.queensjournal.ca/new-motion-calls-for-qufa-to-divest-from-companies-manufacturing-weapons-used-in-illegal-occupations/
1274198802	20251114	202511	2025	2025.8603											GOV	PRESIDENT						GOV			1	040	040	04	1	1.0	4	1	4	-3.89610389610389	0								1	Sudan	SU	SU		16	30	SU	1	Sudan	SU	SU		16	30	SU	20251114144500	https://www.queensjournal.ca/new-motion-calls-for-qufa-to-divest-from-companies-manufacturing-weapons-used-in-illegal-occupations/
1274198803	20251114	202511	2025	2025.8603											GOV	MONARCH						GOV			1	043	043	04	1	2.8	2	1	2	3.02066772655008	0								4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	40183	51.75	-3.38333	-2602931	4	Merthyr Tydfil, Merthyr Tydfil, United Kingdom	UK	UKY3	40183	51.75	-3.38333	-2602931	20251114144500	https://www.mirror.co.uk/news/royals/king-charles-heads-south-wales-36248113
1274198804	20251114	202511	2025	2025.8603											GOV	GOVERNOR						GOV			1	043	043	04	1	2.8	10	1	10	4.23280423280423	0								2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	2	Michigan, United States	US	USMI		43.3504	-84.5603	MI	20251114144500	https://www.whmi.com/news/article/rep-bollin-praises-legislative-approval-of-historic-budget-transparency-reforms
1274198805	20251114	202511	2025	2025.8603											GOV	CABINET						GOV			0	060	060	06	2	6.0	5	1	5	0.8714596949891	0								4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	4	Johannesburg, Gauteng, South Africa	SF	SF06	77364	-26.2	28.0833	-1240261	20251114144500	https://www.sanews.gov.za/south-africa/collaboration-key-biodiversity-conservation
1274198806	20251114	202511	2025	2025.8603											GOV	PRESIDENT						GOV			0	112	112	11	3	-2.0	3	1	3	1.25448028673835	0								4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	4	Juba, Wilayat Bahr al Jabal, South Sudan	OD	OD01	37033	4.84597	31.6012	-7975	20251114144500	https://www.radiotamazuj.org/en/news/article/accurate-court-reporting-vital-for-justice-say-south-sudan-judges
1274198807	20251114	202511	2025	2025.8603											GRC	ATTICA	GRC								1	166	166	16	4	-7.0	5	1	5	-9.41176470588231	0								1	Greece	GR	GR		39	22	GR	1	Greece	GR	GR		39	22	GR	20251114144500	https://athens-times.com/teenager-tortured-by-drug-dealers-over-e2000-debt/
1274198808	20251114	202511	2025	2025.8603											HLH	CAREGIVER						HLH			0	051	051	05	1	3.4	1	1	1	-1.13989637305699	0								4	Lake Ontario, Canada (general), Canada	CA	CA00		43.6667	-78	-570661	4	Lake Ontario, Canada (general), Canada	CA	CA00		43.6667	-78	-570661	20251114144500	https://www.queensjournal.ca/thrust-into-the-world-of-familial-caretaking-youth-are-driven-to-grow-up-almost-overnight/
1274198809	20251114	202511	2025	2025.8603											HLH	HOSPITAL						HLH			1	190	190	19	4	-10.0	10	1	10	-9.8901098901099	0								3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	3	Los Angeles, California, United States	US	USCA		34.0522	-118.244	1662328	20251114144500	https://www.nbclosangeles.com/news/local/hollywood-sunset-boulevard-crash/3804721/
1274198810	20251114	202511	2025	2025.8603											HTI	HAITI	HTI								1	036	036	03	1	4.0	1	1	1	0.49019607843137	0								1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20251114144500	https://www.haitilibre.com/en/news-46208-celac-eu-presidential-advisor-smith-augustin-s-busy-agenda.html
1274198811	20251114	202511	2025	2025.8603											HTI	HAITI	HTI								1	040	040	04	1	1.0	1	1	1	0.49019607843137	0								1	Haiti	HA	HA		19	-72.416667	HA	1	Haiti	HA	HA		19	-72.416667	HA	20251114144500	https://www.haitilibre.com/en/news-46208-celac-eu-presidential-advisor-smith-augustin-s-busy-agenda.html
1274198812	20251114	202511	2025	2025.8603											IGOEUREEC	THE EU	EUR	EEC				IGO			1	130	130	13	3	-4.4	2	1	2	-3.23624595469256	0								4	Temu, Lombardia, Italy	IT	IT09	26294	46.25	10.4667	-130585	4	Temu, Lombardia, Italy	IT	IT09	26294	46.25	10.4667	-130585	20251114144500	https://athens-times.com/eu-moves-to-impose-fees-on-low-value-parcels-from-temu-and-shein/
1274198813	20251114	202511	2025	2025.8603											IGOEUREEC	THE EU	EUR	EEC				IGO			1	130	130	13	3	-4.4	8	1	8	-3.23624595469256	0								4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	4	Berlin, Berlin, Germany	GM	GM16	16538	52.5167	13.4	-1746443	20251114144500	https://athens-times.com/eu-moves-to-impose-fees-on-low-value-parcels-from-temu-and-shein/
1274198814	20251114	202511	2025	2025.8603											IGOSEAASNGOV	ASEAN	SEA	ASN				IGO	GOV		1	057	057	05	1	8.0	1	1	1	-1.41342756183745	0								4	Taguig, City of Taguig, Philippines	RP	RPN6	24229	14.5243	121.079	-2455402	4	Taguig, City of Taguig, Philippines	RP	RPN6	24229	14.5243	121.079	-2455402	20251114144500	https://malaya.com.ph/news/national-news/marcos-urges-stronger-asean-cooperation-on-cybercrime-ai-as-bloc-signs-extradition-treaty/
1274198815	20251114	202511	2025	2025.8603											IGOUNO	THE UN		UNO				IGO			1	042	042	04	1	1.9	10	1	10	-0.7223113964687	0								1	Senegal	SG	SG		14	-14	SG	1	Senegal	SG	SG		14	-14	SG	20251114144500	https://www.thenationalnews.com/climate/2025/11/14/the-numbers-are-quite-shocking-uae-minister-says-water-security-needs-to-be-prioritised/
1274198816	20251114	202511	2025	2025.8603											IND	BIHAR	IND								0	013	013	01	1	0.4	6	1	6	6.82926829268293	0								4	Madhubani, Bihar, India	IN	IN34	70271	27.0167	84.1	-2103014	4	Madhubani, Bihar, India	IN	IN34	70271	27.0167	84.1	-2103014	20251114144500	https://www.hindustantimes.com/india-news/garda-uda-diya-modi-celebrates-ndas-bihar-victory-with-a-waving-gamchha-101763127791766.html
1274198817	20251114	202511	2025	2025.8603											IND	BIHAR	IND								1	013	013	01	1	0.4	6	2	6	7.00516160474956	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20251114144500	https://www.hindustantimes.com/india-news/garda-uda-diya-modi-celebrates-ndas-bihar-victory-with-a-waving-gamchha-101763127791766.html
1274198818	20251114	202511	2025	2025.8603											IND	HINDUSTAN	IND								1	040	040	04	1	1.0	1	1	1	0.677966101694915	0								4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	4	Hindustan, India (general), India	IN	IN00	17857	28	76	-3414754	20251114144500	https://www.businesstoday.in/india/story/hindustan-copper-in-talks-with-copper-giant-codelco-mines-secretary-502290-2025-11-14
1274198819	20251114	202511	2025	2025.8603											IND	NEW DELHI	IND								1	042	042	04	1	1.9	4	1	4	6.82926829268293	0								4	Madhubani, Bihar, India	IN	IN34	70271	27.0167	84.1	-2103014	4	Madhubani, Bihar, India	IN	IN34	70271	27.0167	84.1	-2103014	20251114144500	https://www.hindustantimes.com/india-news/garda-uda-diya-modi-celebrates-ndas-bihar-victory-with-a-waving-gamchha-101763127791766.html
1274198820	20251114	202511	2025	2025.8603											IND	NEW DELHI	IND								1	042	042	04	1	1.9	4	1	4	6.82926829268293	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Madhubani, Bihar, India	IN	IN34	70271	27.0167	84.1	-2103014	20251114144500	https://www.hindustantimes.com/india-news/garda-uda-diya-modi-celebrates-ndas-bihar-victory-with-a-waving-gamchha-101763127791766.html
1274198821	20251114	202511	2025	2025.8603											INDCVL	BIHAR	IND					CVL			0	080	080	08	2	5.0	1	1	1	-12.6436781609195	0								4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	4	Bihar, Bihar, India	IN	IN34	17615	25.1833	85.5167	-2091797	20251114144500	https://www.hindustantimes.com/india-news/delhi-man-kills-tenant-injures-another-over-suspected-phone-hacking-rare-coin-theft-101763119433247.html
1274198822	20251114	202511	2025	2025.8603											IRL	IRELAND	IRL								1	014	014	01	1	0.0	2	1	2	4.58860759493671	0								4	Magheraboy, Donegal, Ireland	EI	EI06	18287	55.2114	-7.39389	372125	4	Magheraboy, Donegal, Ireland	EI	EI06	18287	55.2114	-7.39389	372125	20251114144500	https://donegalnews.com/peter-remembered-for-a-life-rooted-in-family-faith-and-love/
1274198823	20251114	202511	2025	2025.8603											IRL	CORK	IRL								1	046	046	04	1	7.0	8	1	8	1.11358574610245	0								5	Cork City, Cork, Ireland	EI	EI32	18286	51.8976	-8.46773	10932352	5	Cork City, Cork, Ireland	EI	EI32	18286	51.8976	-8.46773	10932352	20251114144500	https://www.echolive.ie/corknews/arid-41742678.html
1274198824	20251114	202511	2025	2025.8603											ISRCVL	ISRAEL	ISR					CVL			0	112	112	11	3	-2.0	4	1	4	-4.85981308411215	0								4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	4	Gaza, Israel (general), Israel	IS	IS00	18315	31.4167	34.3333	-797156	20251114144500	https://www.middleeasteye.net/opinion/genocidal-society-israels-crisis-runs-deeper-courts
1274198825	20251114	202511	2025	2025.8603											ITAGOV	ITALIAN	ITA					GOV			1	050	050	05	1	3.5	6	1	6	0.33296337402886	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20251114144500	https://www.forbes.com/councils/forbesbusinesscouncil/2025/11/14/10-supply-chain-rules-that-every-project-leader-should-live-by/
1274198826	20251114	202511	2025	2025.8603											JAM	KINGSTON	JAM								0	042	042	04	1	1.9	10	1	10	-0.63775510204082	0								0								0								20251114144500	https://www.queensjournal.ca/university-isnt-a-competition-even-if-it-feels-like-one/
1274198827	20251114	202511	2025	2025.8603											JORELI	HASSAN	JOR					ELI			1	050	050	05	1	3.5	6	1	6	-4.36507936507936	0								2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	2	New Hampshire, United States	US	USNH		43.4108	-71.5653	NH	20251114144500	https://www.nhpr.org/nh-news/2025-11-14/nh-news-recap-congressional-delegation-divided-over-government-shutdown-deal
1274198828	20251114	202511	2025	2025.8603											JUD	JUDGE						JUD			1	045	045	04	1	5.0	10	1	10	10.6918238993711	0								4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	4	Montreal, Quebec, Canada	CA	CA10	12713	45.5	-73.5833	-569541	20251114144500	https://www.bevnet.com/pr/2025/11/13/a-canadian-ginger-beer-recipe-named-best-in-the-world
