1267709673	20151012	201510	2015	2015.7726	VNM	VIETNAM	VNM								LAO	LAOS	LAO								1	051	051	05	1	3.4	2	1	2	11.4864864864865	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	1	Vietnam, Republic Of	VM	VM		16.166667	107.833333	VM	20251009171500	https://en.vietnamplus.vn/vietnam-laos-strengthen-cooperation-across-multiple-fields-post330146.vnp
1267709736	20251009	202510	2025	2025.7644											CRM	BUCCANEER						CRM			1	043	043	04	1	2.8	10	1	10	1.28755364806867	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20251009171500	https://www.hellomagazine.com/film/860721/period-drama-the-buccaneers-leaves-viewers-divided-with-season-3-update/
1267709737	20251009	202510	2025	2025.7644											CUB	CUBA	CUB								1	057	057	05	1	8.0	10	1	10	4.84581497797357	0								4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	4	Havana, Ciudad de La Habana, Cuba	CU	CU02	14613	23.1319	-82.3642	-1628751	20251009171500	https://en.vietnamplus.vn/vietnamese-cuban-lawyers-foster-cooperation-post296341.vnp
1267709738	20251009	202510	2025	2025.7644											CVL	COMMUNITY						CVL			1	020	020	02	1	3.0	10	1	10	1.96078431372549	0								3	Fort Sill, Oklahoma, United States	US	USOK		34.6814	-98.5193	2512221	3	Fort Sill, Oklahoma, United States	US	USOK		34.6814	-98.5193	2512221	20251009171500	https://z94.com/ixp/127/p/lawton-food-bank-soldiers-government/
1267709739	20251009	202510	2025	2025.7644											CVL	LANDOWNER						CVL			1	036	036	03	1	4.0	10	1	10	-0.27675276752768	0								2	Montana, United States	US	USMT		46.9048	-110.326	MT	2	Montana, United States	US	USMT		46.9048	-110.326	MT	20251009171500	https://billingsgazette.com/outdoors/article_a0062cfb-198d-4f09-93b1-aa726498a8b4.html
1267709740	20251009	202510	2025	2025.7644											CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	10	1	10	-0.22701475595914	0								4	Caledon, Ontario, Canada	CA	CA08	12688	43.8667	-80	-561984	4	Caledon, Ontario, Canada	CA	CA08	12688	43.8667	-80	-561984	20251009171500	https://caledoncitizen.com/free-speech-comes-at-a-price/
1267709741	20251009	202510	2025	2025.7644											CVL	COMMUNITY						CVL			0	043	043	04	1	2.8	6	1	6	1.66204986149584	0								4	Grise Fiord, Nunavut, Canada	CA	CA14	12638	76.4167	-82.95	-565672	1	Italy	IT	IT		42.833333	12.833333	IT	20251009171500	https://www.shetlandtimes.co.uk/news/her-legacy-is-astonishing-journalist-filmmaker-writer-416394/
1267709742	20251009	202510	2025	2025.7644											CVL	COMMUNITY						CVL			0	043	043	04	1	2.8	5	1	5	1.64447924823806	0								4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	4	Kamloops, British Columbia, Canada	CA	CA02	12566	50.6667	-120.333	-566975	20251009171500	https://caledoncitizen.com/encouraging-and-fostering-truth-reconciliation/
1267709743	20251009	202510	2025	2025.7644											CVL	CIVILIAN						CVL			1	057	057	05	1	8.0	10	1	10	-1.6260162601626	0								1	Italy	IT	IT		42.833333	12.833333	IT	1	Italy	IT	IT		42.833333	12.833333	IT	20251009171500	https://www.stripes.com/branches/navy/2025-10-09/shutdown-navy-landlords-rent-civilian-workers-19369145.html
1267709744	20251009	202510	2025	2025.7644											CVL	IMMIGRANT						CVL			1	060	060	06	2	6.0	10	1	10	-3.62953692115144	0								2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	2	Illinois, United States	US	USIL		40.3363	-89.0022	IL	20251009171500	https://chicago.suntimes.com/columnists/2025/10/09/immigrant-crime-donald-trump-deportation-campaign-chicago-national-guard
1267709745	20251009	202510	2025	2025.7644											CVL	COMMUNITY						CVL			1	070	070	07	2	7.0	10	1	10	1.96078431372549	0								3	Fort Sill, Oklahoma, United States	US	USOK		34.6814	-98.5193	2512221	3	Fort Sill, Oklahoma, United States	US	USOK		34.6814	-98.5193	2512221	20251009171500	https://z94.com/ixp/127/p/lawton-food-bank-soldiers-government/
1267709746	20251009	202510	2025	2025.7644											CVL	NATIONALS						CVL			1	163	163	16	4	-8.0	5	1	5	-2.84431137724551	0								4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	4	Tehran, Tehran, Iran	IR	IR26	41130	35.75	51.5148	10074674	20251009171500	https://www.hindustantimes.com/india-news/us-imposes-fresh-sanctions-on-indian-nationals-firms-over-irans-energy-exports-101760027158657.html
1267709747	20251009	202510	2025	2025.7644											EDU	UNIVERSITY						EDU			1	036	036	03	1	4.0	8	1	8	3.53606789250354	0								4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	4	Dubai, Dubayy, United Arab Emirates	AE	AE03	28575	25.2522	55.28	-782831	20251009171500	https://www.ttnworldwide.com:443/Article/329088/Abu-Dhabi-Airports,-Al-Hail-Holding-forge-deal-to-transform-payment
1267709748	20251009	202510	2025	2025.7644											EDU	SCHOOL						EDU			1	036	036	03	1	4.0	10	1	10	4.22163588390502	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20251009171500	https://www.coloradopolitics.com/2025/10/08/aps-and-cu-denver-partner-to-guarantee-student-admission/
1267709749	20251009	202510	2025	2025.7644											EDU	STUDENT						EDU			1	036	036	03	1	4.0	10	1	10	7.06214689265536	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20251009171500	https://norfolkdailynews.com/news/in-school-savings-bank-opens-at-boone-central-elementary/article_05b390a4-fb5f-44e9-95a1-432a6d169b29.html
1267709750	20251009	202510	2025	2025.7644											EDU	UNIVERSITY						EDU			1	043	043	04	1	2.8	6	1	6	0.49566294919455	0								4	Northern Ireland, Craigavon, United Kingdom	UK	UKR8	40152	54.5	-6.5	-2604275	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251009171500	https://www.aljazeera.com/news/2025/10/9/modi-starmer-hail-uk-india-trade-deal-as-new-investment-revealed
1267709751	20251009	202510	2025	2025.7644											EDU	STUDENT						EDU			1	045	045	04	1	5.0	10	1	10	-4.21286031042129	0								3	Regent University, Virginia, United States	US	USVA		36.8024	-76.1939	1780054	3	Regent University, Virginia, United States	US	USVA		36.8024	-76.1939	1780054	20251009171500	https://cbn.com/news/us/we-stand-israel-regent-university-honors-victims-oct-7th
1267709752	20251009	202510	2025	2025.7644											EDU	STUDENT						EDU			1	051	051	05	1	3.4	10	1	10	7.06214689265536	0								2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	2	Nebraska, United States	US	USNE		41.1289	-98.2883	NE	20251009171500	https://norfolkdailynews.com/news/in-school-savings-bank-opens-at-boone-central-elementary/article_05b390a4-fb5f-44e9-95a1-432a6d169b29.html
1267709753	20251009	202510	2025	2025.7644											EDU	SCHOOL						EDU			1	057	057	05	1	8.0	10	1	10	4.22163588390502	0								3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	3	Denver, Colorado, United States	US	USCO	CO031	39.7392	-104.985	201738	20251009171500	https://www.coloradopolitics.com/2025/10/08/aps-and-cu-denver-partner-to-guarantee-student-admission/
1267709754	20251009	202510	2025	2025.7644											EDU	UNIVERSITY						EDU			0	112	112	11	3	-2.0	3	1	3	1.66204986149584	0								3	Mcnay Art Museum, Texas, United States	US	USTX		29.4861	-98.4553	2014327	3	Mcnay Art Museum, Texas, United States	US	USTX		29.4861	-98.4553	2014327	20251009171500	https://www.shetlandtimes.co.uk/news/her-legacy-is-astonishing-journalist-filmmaker-writer-416394/
1267709755	20251009	202510	2025	2025.7644											ELI	ACTOR						ELI			1	013	013	01	1	0.4	6	1	6	-1.73410404624278	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251009171500	https://netflixlife.com/monster-season-4-will-make-history-netflix-true-crime-anthology-series
1267709756	20251009	202510	2025	2025.7644											ELI	ACTOR						ELI			1	043	043	04	1	2.8	10	1	10	-1.56599552572707	0								4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	4	Paris, France (general), France	FR	FR00	16282	48.8667	2.33333	-1456928	20251009171500	https://economictimes.indiatimes.com/news/international/us/inside-scoop-keith-urban-is-a-changed-man-source-says-his-behavior-toward-nicole-kidman-is-different/articleshow/124417253.cms
1267709757	20251009	202510	2025	2025.7644											ELI	RETIRED						ELI			1	043	043	04	1	2.8	2	1	2	4.32900432900433	0								2	California, United States	US	USCA		36.17	-119.746	CA	2	California, United States	US	USCA		36.17	-119.746	CA	20251009171500	https://www.13newsnow.com/article/syndication/associatedpress/kiss-rocker-gene-simmons-recovering-after-crashing-suv/616-d1422e82-d299-4702-b2ca-3fe4c423e313
1267709758	20251009	202510	2025	2025.7644											ELI	ACTOR						ELI			1	043	043	04	1	2.8	3	1	3	-1.73410404624278	0								1	United States	US	US		39.828175	-98.5795	US	1	United States	US	US		39.828175	-98.5795	US	20251009171500	https://netflixlife.com/monster-season-4-will-make-history-netflix-true-crime-anthology-series
1267709759	20251009	202510	2025	2025.7644											ELI	ACTOR						ELI			1	173	173	17	4	-5.0	10	1	10	-5.83554376657825	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20251009171500	https://perezhilton.com/demi-lovato-ex-max-ehrich-arrested-domestic-violence-senior-citizen-florida/
1267709760	20251009	202510	2025	2025.7644											GBR	UNITED KINGDOM	GBR								0	014	014	01	1	0.0	4	1	4	-1.80831826401446	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251009171500	https://www.irishtimes.com/business/2025/10/09/former-nama-chairman-frank-daly-questioned-about-property-crash-legislation/
1267709761	20251009	202510	2025	2025.7644											GBR	UNITED KINGDOM	GBR								0	026	026	02	1	4.0	2	1	2	-1.80831826401446	0								4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251009171500	https://www.irishtimes.com/business/2025/10/09/former-nama-chairman-frank-daly-questioned-about-property-crash-legislation/
1267709762	20251009	202510	2025	2025.7644											GBR	MANCHESTER	GBR								1	036	036	03	1	4.0	1	1	1	1.87793427230047	0								4	Manchester, Manchester, United Kingdom	UK	UKI2	40118	53.5	-2.21667	-2602512	4	Bristol, Bristol, City of, United Kingdom	UK	UKB7	40094	51.45	-2.58333	-2590919	20251009171500	https://www.ludlowadvertiser.co.uk/news/25531450.mike-skinner-streets-coming-ludlow-castle/
1267709763	20251009	202510	2025	2025.7644											GBR	UNITED KINGDOM	GBR								0	040	040	04	1	1.0	2	1	2	-1.80831826401446	0								4	Ballyclare, Newtownabbey, United Kingdom	UK	UKT1	40163	54.7667	-6.01667	-2589063	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251009171500	https://www.irishtimes.com/business/2025/10/09/former-nama-chairman-frank-daly-questioned-about-property-crash-legislation/
1267709764	20251009	202510	2025	2025.7644											GBR	UNITED KINGDOM	GBR								0	046	046	04	1	7.0	2	1	2	-1.80831826401446	0								4	Ballyclare, Newtownabbey, United Kingdom	UK	UKT1	40163	54.7667	-6.01667	-2589063	4	Belfast, Belfast, United Kingdom	UK	UKR3	40158	54.5833	-5.93333	-2589607	20251009171500	https://www.irishtimes.com/business/2025/10/09/former-nama-chairman-frank-daly-questioned-about-property-crash-legislation/
1267709765	20251009	202510	2025	2025.7644											GBR	BRITAIN	GBR								1	060	060	06	2	6.0	8	1	8	-2.31436837029894	0								2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	2	Ohio, United States	US	USOH		40.3736	-82.7755	OH	20251009171500	https://www.farmanddairy.com/columns/how-white-tailed-deer-overcame-extinction/890938.html
1267709766	20251009	202510	2025	2025.7644											GBR	UNITED KINGDOM	GBR								1	080	080	08	2	5.0	4	1	4	2.08333333333334	0								1	Japan	JA	JA		36	138	JA	1	Japan	JA	JA		36	138	JA	20251009171500	https://www.autoexpress.co.uk/nissan/ariya/367999/revealed-updated-nissan-ariya-get-leaf-inspired-new-look-2026
1267709767	20251009	202510	2025	2025.7644											GBR	UNITED KINGDOM	GBR								1	080	080	08	2	5.0	6	1	6	2.08333333333334	0								1	Japan	JA	JA		36	138	JA	1	United Kingdom	UK	UK		54	-4	UK	20251009171500	https://www.autoexpress.co.uk/nissan/ariya/367999/revealed-updated-nissan-ariya-get-leaf-inspired-new-look-2026
1267709768	20251009	202510	2025	2025.7644											GBR	UNITED KINGDOM	GBR								1	111	111	11	3	-2.0	10	1	10	-5.64681724845996	0								1	Poland	PL	PL		52	20	PL	1	Poland	PL	PL		52	20	PL	20251009171500	https://www.express.co.uk/news/uk/2119334/amelie-mccann-refuses-dna-test
1267709769	20251009	202510	2025	2025.7644											GBRGOV	UNITED KINGDOM	GBR					GOV			1	042	042	04	1	1.9	4	1	4	0.49566294919455	0								4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	3	Washington, District of Columbia, United States	US	USDC	DC001	38.8951	-77.0364	531871	20251009171500	https://www.aljazeera.com/news/2025/10/9/modi-starmer-hail-uk-india-trade-deal-as-new-investment-revealed
1267709770	20251009	202510	2025	2025.7644											GHA	GHANA	GHA								1	045	045	04	1	5.0	5	1	5	4.17422867513612	0								5	Upper West Region, Upper West, Ghana	GH	GH11	190686	10.3333	-2.25	-2079789	4	Lawra, Ghana (general), Ghana	GH	GH00	154486	10.6422	-2.89353	-2075634	20251009171500	https://gna.org.gh/2025/10/lawra-naa-commends-president-mahamas-vision-for-agricultural-sector-infrastructure-development/
1267709771	20251009	202510	2025	2025.7644											GHA	GHANA	GHA								1	045	045	04	1	5.0	1	1	1	4.17422867513612	0								5	Upper West Region, Upper West, Ghana	GH	GH11	190686	10.3333	-2.25	-2079789	5	Upper West Region, Upper West, Ghana	GH	GH11	190686	10.3333	-2.25	-2079789	20251009171500	https://gna.org.gh/2025/10/lawra-naa-commends-president-mahamas-vision-for-agricultural-sector-infrastructure-development/
1267709772	20251009	202510	2025	2025.7644											GHA	GHANA	GHA								1	057	057	05	1	8.0	4	1	4	3.01724137931034	0								4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20251009171500	https://theheraldghana.com/ghana-seals-fifth-bilateral-debt-restructuring-deal-with-spain/
1267709773	20251009	202510	2025	2025.7644											GHA	GHANA	GHA								1	057	057	05	1	8.0	1	1	1	3.01724137931034	0								1	Spain	SP	SP		40	-4	SP	4	Accra, Greater Accra, Ghana	GH	GH01	190655	5.55	-0.216667	-2067935	20251009171500	https://theheraldghana.com/ghana-seals-fifth-bilateral-debt-restructuring-deal-with-spain/
1267709774	20251009	202510	2025	2025.7644											GHALEG	GHANA	GHA					LEG			1	045	045	04	1	5.0	10	1	10	0.53475935828877	0								1	Ghana	GH	GH		8	-2	GH	1	Ghana	GH	GH		8	-2	GH	20251009171500	https://ghanaiantimes.com.gh/ministry-of-communications-to-allow-independent-riders-to-register-rirectly-on-delivery-platforms/
1267709775	20251009	202510	2025	2025.7644											GOV	GOVERNMENT						GOV			0	012	012	01	1	-0.4	3	1	3	-3.28867235079172	0								4	Cavite, Cavite City, Philippines	RP	RPB6	24228	14.4778	120.893	-2421752	4	Cavite, Cavite City, Philippines	RP	RPB6	24228	14.4778	120.893	-2421752	20251009171500	https://www.philstar.com/headlines/2025/10/10/2478735/advincula-pinoys-be-beacons-light
1267709776	20251009	202510	2025	2025.7644											GOV	GOVERNMENT						GOV			1	012	012	01	1	-0.4	1	1	1	-4.9645390070922	0								1	Thailand	TH	TH		15	100	TH	1	Thailand	TH	TH		15	100	TH	20251009171500	https://keyt.com/news/national-world/cnn-world/2025/10/09/twin-brothers-childhood-friends-and-idf-soldiers-who-are-the-hostages-still-held-in-gaza/
1267709777	20251009	202510	2025	2025.7644											GOV	MAYOR						GOV			1	036	036	03	1	4.0	4	2	4	0.596658711217185	0								4	Moose Jaw, Saskatchewan, Canada	CA	CA11	12799	50.4	-105.55	-569584	4	Moose Jaw, Saskatchewan, Canada	CA	CA11	12799	50.4	-105.55	-569584	20251009171500	https://www.winnipegfreepress.com/uncategorized/2025/10/09/operator-of-moose-jaw-homeless-shelter-left-in-dark-on-plans-to-relocate-facility
1267709778	20251009	202510	2025	2025.7644											GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	1	1	1	-3.28867235079172	0								4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	4	Cavite, Cavite City, Philippines	RP	RPB6	24228	14.4778	120.893	-2421752	20251009171500	https://www.philstar.com/headlines/2025/10/10/2478735/advincula-pinoys-be-beacons-light
1267709779	20251009	202510	2025	2025.7644											GOV	PRESIDENT						GOV			0	040	040	04	1	1.0	4	1	4	-3.28867235079172	0								4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	20251009171500	https://www.philstar.com/headlines/2025/10/10/2478735/advincula-pinoys-be-beacons-light
1267709780	20251009	202510	2025	2025.7644											GOV	MAYOR						GOV			1	040	040	04	1	1.0	4	2	4	0.596658711217185	0								4	Moose Jaw, Saskatchewan, Canada	CA	CA11	12799	50.4	-105.55	-569584	4	Moose Jaw, Saskatchewan, Canada	CA	CA11	12799	50.4	-105.55	-569584	20251009171500	https://www.winnipegfreepress.com/uncategorized/2025/10/09/operator-of-moose-jaw-homeless-shelter-left-in-dark-on-plans-to-relocate-facility
1267709781	20251009	202510	2025	2025.7644											GOV	PRIME MINISTER						GOV			1	043	043	04	1	2.8	8	2	8	-1.0872331373479	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	Mumbai, Maharashtra, India	IN	IN16	70184	18.975	72.8258	-2092174	20251009171500	https://dominicanrepublicpost.com/starmer-meets-modi-what-the-uk-can-learn-from-indias-digital-ids/
1267709782	20251009	202510	2025	2025.7644											GOV	PRESIDENT						GOV			0	043	043	04	1	2.8	10	1	10	-3.28867235079172	0								4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	4	Malaca, Pangasinan, Philippines	RP	RP51	24225	15.8334	120.378	-2436250	20251009171500	https://www.philstar.com/headlines/2025/10/10/2478735/advincula-pinoys-be-beacons-light
1267709783	20251009	202510	2025	2025.7644											GOV	MINISTRY						GOV			0	043	043	04	1	2.8	1	1	1	-2.49077490774908	0								1	India	IN	IN		20	77	IN	1	China	CH	CH		35	105	CH	20251009171500	https://www.dw.com/en/eu-seeks-us-trade-concessions-by-doubling-steel-tariffs-and-cutting-quotas/a-74275476
1267709784	20251009	202510	2025	2025.7644											GOV	A CABINET MEETING						GOV			1	046	046	04	1	7.0	10	1	10	-8.21917808219179	0								4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	4	Kathmandu, Bagmati, Nepal	NP	NP01	22353	27.7167	85.3167	-1022136	20251009171500	https://thehimalayantimes.com/nepal/ilam-declared-disaster-crisis-zone
1267709785	20251009	202510	2025	2025.7644											GOV	FOREIGN MINIST						GOV			1	046	046	04	1	7.0	3	1	3	-2.2140221402214	0								4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	4	Ankara, Ankara, Turkey	TU	TU68	27516	39.9272	32.8644	-735338	20251009171500	https://www.dailysabah.com/politics/diplomacy/iraqi-kurdish-leader-meets-erdogan-amid-anti-terrorism-push
1267709786	20251009	202510	2025	2025.7644											GOV	ADMINISTRATION						GOV			0	051	051	05	1	3.4	8	1	8	5.078125	0								2	Texas, United States	US	USTX		31.106	-97.6475	TX	2	Texas, United States	US	USTX		31.106	-97.6475	TX	20251009171500	https://africanenergychamber.africa-newsroom.com/press/washington-positions-united-states-us-as-africas-strategic-energy-partner
1267709787	20251009	202510	2025	2025.7644											GOV	AUTHORITIES						GOV			1	080	080	08	2	5.0	6	1	6	1.0989010989011	0								3	El Monte, California, United States	US	USCA		34.0686	-118.028	1652702	3	El Monte, California, United States	US	USCA		34.0686	-118.028	1652702	20251009171500	https://www.nbclosangeles.com/news/local/socal-police-chases/orange-la-county-pursuit-chase/3789075/
1267709788	20251009	202510	2025	2025.7644											GOV	GOVERNMENT						GOV			0	100	100	10	3	-5.0	3	1	3	-3.28867235079172	0								4	Cavite, Cavite City, Philippines	RP	RPB6	24228	14.4778	120.893	-2421752	4	Cavite, Cavite City, Philippines	RP	RPB6	24228	14.4778	120.893	-2421752	20251009171500	https://www.philstar.com/headlines/2025/10/10/2478735/advincula-pinoys-be-beacons-light
1267709789	20251009	202510	2025	2025.7644											GOV	GOVERNMENT						GOV			1	173	173	17	4	-5.0	1	1	1	-0.683371298405463	0								3	Jefferson City, Missouri, United States	US	USMO		38.5767	-92.1735	758233	3	Jefferson City, Missouri, United States	US	USMO		38.5767	-92.1735	758233	20251009171500	https://www.stltoday.com/news/local/government-politics/article_a2bbdf97-d8c4-4922-97ca-e38cdfd04d5e.html
