1263999631	20240919	202409	2024	2024.7096	MIL	LIEUTENANT GENERAL						MIL			RUS	RUSSIA	RUS								0	190	190	19	4	-10.0	2	1	2	-8.72340425531915	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	4	Saint Petersburg, Sankt-Peterburg, Russia	RS	RS66	25095	59.8944	30.2642	-2996338	20250919061500	https://www.independent.ie/world-news/europe/babushka-bomber-caught-after-assassination-plot-on-head-of-russian-defence-business/a91213973.html
1263999693	20250919	202509	2025	2025.7096											CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	2	1	2	-3.44827586206897	0								4	Kuril Islands, Russia (general), Russia	RS	RS00	25093	46.1667	152	382791	4	Kuril Islands, Russia (general), Russia	RS	RS00	25093	46.1667	152	382791	20250919061500	https://athens-times.com/russia-strong-7-8-magnitude-earthquake-hits-kamchatka-authorities-on-high-alert/
1263999694	20250919	202509	2025	2025.7096											CVL	RESIDENTS						CVL			1	043	043	04	1	2.8	3	1	3	-3.44827586206897	0								2	Alaska, United States	US	USAK		61.385	-152.268	AK	2	Alaska, United States	US	USAK		61.385	-152.268	AK	20250919061500	https://athens-times.com/russia-strong-7-8-magnitude-earthquake-hits-kamchatka-authorities-on-high-alert/
1263999695	20250919	202509	2025	2025.7096											CVL	COMMUNITY						CVL			0	045	045	04	1	5.0	7	1	7	3.14769975786925	0								3	San Tan Valley, Arizona, United States	US	USAZ		33.1911	-111.528	2576311	3	San Tan Valley, Arizona, United States	US	USAZ		33.1911	-111.528	2576311	20250919061500	https://www.12news.com/article/news/local/arizona/newly-appointed-town-council-members-share-vision-for-san-tan-valleys-future-arizona/75-f121f6ed-e004-4137-8fb4-429aa8bdca42
1263999696	20250919	202509	2025	2025.7096											CVL	COMMUNITY						CVL			0	045	045	04	1	5.0	3	1	3	3.14769975786925	0								2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	2	Arizona, United States	US	USAZ		33.7712	-111.388	AZ	20250919061500	https://www.12news.com/article/news/local/arizona/newly-appointed-town-council-members-share-vision-for-san-tan-valleys-future-arizona/75-f121f6ed-e004-4137-8fb4-429aa8bdca42
1263999697	20250919	202509	2025	2025.7096											CVL	RESIDENTS						CVL			1	130	130	13	3	-4.4	2	1	2	-0.0769822940723697	0								3	Pittsburgh, Pennsylvania, United States	US	USPA	PA003	40.4406	-79.9959	1213644	3	Pittsburgh, Pennsylvania, United States	US	USPA	PA003	40.4406	-79.9959	1213644	20250919061500	https://www.lockhaven.com/news/local-news/2025/09/local-legislators-others-react-to-sci-rockview-recommendation/
1263999698	20250919	202509	2025	2025.7096											EDU	INTELLECTUAL						EDU			1	040	040	04	1	1.0	10	1	10	-8.03709428129831	0								2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	2	Connecticut, United States	US	USCT		41.5834	-72.7622	CT	20250919061500	https://hartfordbusiness.com/article/dont-depend-solely-on-the-government-to-prosecute-business-theft-be-prepared-and-protect-yourself/
1263999699	20250919	202509	2025	2025.7096											EDU	SCHOOL						EDU			0	042	042	04	1	1.9	5	1	5	2.77777777777778	0								4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	4	Ibadan, Oyo, Nigeria	NI	NI32	191242	7.38778	3.89639	-2010458	20250919061500	https://leadership.ng/wesley-college-ibadan-95-set-gives-back-to-school/
1263999700	20250919	202509	2025	2025.7096											EDU	SCHOOL						EDU			1	043	043	04	1	2.8	4	1	4	0.26881720430108	0								4	Nanaimo, British Columbia, Canada	CA	CA02	12556	49.15	-123.917	-569908	4	Nanaimo, British Columbia, Canada	CA	CA02	12556	49.15	-123.917	-569908	20250919061500	https://cheknews.ca/nanaimo-school-reopening-marks-a-new-chapter-in-the-city-1279159/
1263999701	20250919	202509	2025	2025.7096											EUR	EUROPEAN	EUR								1	040	040	04	1	1.0	3	1	3	-2.01612903225806	0								4	Warszawa, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	4	Warszawa, (PL67), Poland	PL	PL67	24452	52.25	21	-534433	20250919061500	https://charter97.org/en/news/2025/9/19/656263/
1263999702	20250919	202509	2025	2025.7096											EUR	EUROPE	EUR								1	060	060	06	2	6.0	2	1	2	1.20264582080577	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20250919061500	https://www.brisbanetimes.com.au/business/companies/the-airlines-fighting-to-take-australians-on-trips-to-europe-20250916-p5mvja.html
1263999703	20250919	202509	2025	2025.7096											EUR	EUROPE	EUR								1	060	060	06	2	6.0	8	1	8	1.20264582080577	0								4	Sydney, New South Wales, Australia	AS	AS02	154637	-33.8833	151.217	-1603135	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20250919061500	https://www.brisbanetimes.com.au/business/companies/the-airlines-fighting-to-take-australians-on-trips-to-europe-20250916-p5mvja.html
1263999704	20250919	202509	2025	2025.7096											GBR	EDINBURGH	GBR								1	040	040	04	1	1.0	10	1	10	1.66177908113392	0								4	North Sea, Oceans (general), Oceans	OS	OS00	154724	55.3333	3	-1506407	4	North Sea, Oceans (general), Oceans	OS	OS00	154724	55.3333	3	-1506407	20250919061500	https://www.heraldscotland.com/news/25478276.one-four-scots-oil-workers-eye-exit-faith-green-shift-fades/
1263999705	20250919	202509	2025	2025.7096											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	6	1	6	8.18965517241379	0								4	Bridgwater, Somerset, United Kingdom	UK	UKM3	40129	51.1297	-3.00056	-2590864	4	Bridgwater, Somerset, United Kingdom	UK	UKM3	40129	51.1297	-3.00056	-2590864	20250919061500	https://www.bridgwatermercury.co.uk/news/25477797.bridgwater-host-secret-performance-unknown-venue/
1263999706	20250919	202509	2025	2025.7096											GBR	UNITED KINGDOM	GBR								1	042	042	04	1	1.9	6	1	6	5.71428571428572	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20250919061500	https://www.express.co.uk/news/royal/2110545/royal-family-live-prince-harry-meghan-markle-negotiations
1263999707	20250919	202509	2025	2025.7096											GBR	SCOTLAND	GBR								0	042	042	04	1	1.9	10	1	10	2.78592375366569	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919061500	https://www.bbc.com/news/articles/cj07y87ejqro
1263999708	20250919	202509	2025	2025.7096											GBR	UNITED KINGDOM	GBR								1	043	043	04	1	2.8	2	1	2	5.71428571428572	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20250919061500	https://www.express.co.uk/news/royal/2110545/royal-family-live-prince-harry-meghan-markle-negotiations
1263999709	20250919	202509	2025	2025.7096											GBR	LIVERPOOL	GBR								1	043	043	04	1	2.8	10	1	10	2.78592375366569	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919061500	https://www.bbc.com/news/articles/cj07y87ejqro
1263999710	20250919	202509	2025	2025.7096											GBR	UNITED KINGDOM	GBR								1	051	051	05	1	3.4	2	1	2	5.71428571428572	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20250919061500	https://www.express.co.uk/news/royal/2110545/royal-family-live-prince-harry-meghan-markle-negotiations
1263999711	20250919	202509	2025	2025.7096											GBR	BRITISH	GBR								1	051	051	05	1	3.4	2	1	2	10.6598984771574	0								5	Hertfordshire, Hertfordshire, United Kingdom	UK	UKF8	40114	51.8333	-0.25	-2598579	5	Hertfordshire, Hertfordshire, United Kingdom	UK	UKF8	40114	51.8333	-0.25	-2598579	20250919061500	https://www.tivysideadvertiser.co.uk/news/25473529.ceredigion-girl-wins-young-handler-title-second-year/
1263999712	20250919	202509	2025	2025.7096											GBR	UNITED KINGDOM	GBR								0	190	190	19	4	-10.0	1	1	1	-3.50690754516471	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20250919061500	https://www.twincities.com/2025/09/18/south-st-paul-shooting-sentence/
1263999713	20250919	202509	2025	2025.7096											GBR	UNITED KINGDOM	GBR								1	190	190	19	4	-10.0	2	1	2	3.11614730878187	0								5	County Durham, Durham, United Kingdom	UK	UKD8	40106	54.6667	-1.75	-2594982	5	County Durham, Durham, United Kingdom	UK	UKD8	40106	54.6667	-1.75	-2594982	20250919061500	https://www.bbc.com/news/articles/cx2xvd84xqvo
1263999714	20250919	202509	2025	2025.7096											GBRAGR	UNITED KINGDOM	GBR					AGR			0	043	043	04	1	2.8	2	1	2	-3.50690754516471	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20250919061500	https://www.twincities.com/2025/09/18/south-st-paul-shooting-sentence/
1263999715	20250919	202509	2025	2025.7096											GBRGOV	WALES	GBR					GOV			0	042	042	04	1	1.9	5	1	5	5.71428571428572	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20250919061500	https://www.express.co.uk/news/royal/2110545/royal-family-live-prince-harry-meghan-markle-negotiations
1263999716	20250919	202509	2025	2025.7096											GBRGOV	WALES	GBR					GOV			0	043	043	04	1	2.8	5	1	5	5.71428571428572	0								4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	4	Buckingham Palace, Westminster, United Kingdom	UK	UKP5	40110	51.5	-0.133333	-2591190	20250919061500	https://www.express.co.uk/news/royal/2110545/royal-family-live-prince-harry-meghan-markle-negotiations
1263999717	20250919	202509	2025	2025.7096											GBRGOV	UNITED KINGDOM	GBR					GOV			0	190	190	19	4	-10.0	1	1	1	-3.50690754516471	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20250919061500	https://www.twincities.com/2025/09/18/south-st-paul-shooting-sentence/
1263999718	20250919	202509	2025	2025.7096											GOV	PRESIDENT						GOV			0	020	020	02	1	3.0	5	1	5	-3.55486862442041	0								5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	20250919061500	https://www.independent.ie/world-news/britain/president-putin-has-let-me-down-says-donald-trump-as-he-dodges-questions-on-peter-mandelson-link-to-jeffrey-epstein/a2046446345.html
1263999719	20250919	202509	2025	2025.7096											GOV	PRESIDENT						GOV			1	036	036	03	1	4.0	6	1	6	-1.60642570281125	0								4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	4	Perth, Western Australia, Australia	AS	AS08	5533	-31.9333	115.833	-1594675	20250919061500	https://www.brisbanetimes.com.au/politics/federal/albanese-trump-meeting-looks-shaky-as-pm-prepares-to-depart-20250919-p5mwf7.html
1263999720	20250919	202509	2025	2025.7096											GOV	HOME MINIST						GOV			1	040	040	04	1	1.0	6	1	6	0.22988505747127	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250919061500	https://www.theweek.in/news/india/2025/09/19/aiadmk-s-inner-power-play-why-palaniswami-won-t-take-back-rebels-ops-dhinakaran.html
1263999721	20250919	202509	2025	2025.7096											GOV	HOME MINIST						GOV			1	040	040	04	1	1.0	2	1	2	0.22988505747127	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250919061500	https://www.theweek.in/news/india/2025/09/19/aiadmk-s-inner-power-play-why-palaniswami-won-t-take-back-rebels-ops-dhinakaran.html
1263999722	20250919	202509	2025	2025.7096											GOV	HOME MINIST						GOV			1	040	040	04	1	1.0	2	1	2	0.22988505747127	0								5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	5	Tamil Nadu, Tamil Nadu, India	IN	IN25	70248	11	78	-2112557	20250919061500	https://www.theweek.in/news/india/2025/09/19/aiadmk-s-inner-power-play-why-palaniswami-won-t-take-back-rebels-ops-dhinakaran.html
1263999723	20250919	202509	2025	2025.7096											GOV	KING						GOV			1	042	042	04	1	1.9	6	1	6	-3.55486862442041	0								5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	5	Buckinghamshire, Buckinghamshire, United Kingdom	UK	UKB9	40097	51.75	-0.75	-2591191	20250919061500	https://www.independent.ie/world-news/britain/president-putin-has-let-me-down-says-donald-trump-as-he-dodges-questions-on-peter-mandelson-link-to-jeffrey-epstein/a2046446345.html
1263999724	20250919	202509	2025	2025.7096											GOV	PRESIDENT						GOV			0	100	100	10	3	-5.0	1	1	1	-3.38541666666666	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	2	New York, United States	US	USNY		42.1497	-74.9384	NY	20250919061500	https://bleedingcool.com/tv/the-daily-show-jon-stewart-responds-to-abc-suspending-jimmy-kimmel/
1263999725	20250919	202509	2025	2025.7096											GOV	PRESIDENT						GOV			0	100	100	10	3	-5.0	1	1	1	-3.38541666666666	0								2	New York, United States	US	USNY		42.1497	-74.9384	NY	1	United Kingdom	UK	UK		54	-4	UK	20250919061500	https://bleedingcool.com/tv/the-daily-show-jon-stewart-responds-to-abc-suspending-jimmy-kimmel/
1263999726	20250919	202509	2025	2025.7096											GOV	GOVERNMENT						GOV			0	141	141	14	3	-6.5	4	1	4	-0.97465886939571	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250919061500	https://www.rashtranews.com/national-news-parliament-proceedings-updates-the-cvc-amendment-2021-and-delhi-special-police-establishment-amendment-bill-2021-passed-in-the-lok-sabha/
1263999727	20250919	202509	2025	2025.7096											GOV	GOVERNMENT						GOV			0	141	141	14	3	-6.5	6	1	6	-0.97465886939571	0								4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	4	New Delhi, Delhi, India	IN	IN07	17911	28.6	77.2	-2106102	20250919061500	https://www.rashtranews.com/national-news-parliament-proceedings-updates-the-cvc-amendment-2021-and-delhi-special-police-establishment-amendment-bill-2021-passed-in-the-lok-sabha/
1263999728	20250919	202509	2025	2025.7096											GOV	KING						GOV			0	190	190	19	4	-10.0	6	1	6	-3.50690754516471	0								4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	4	Cambridge, Cambridgeshire, United Kingdom	UK	UKC3	40098	52.2	0.116667	-2591658	20250919061500	https://www.twincities.com/2025/09/18/south-st-paul-shooting-sentence/
1263999729	20250919	202509	2025	2025.7096											GOVEDU	MINIST OF EDUCATION						GOV	EDU		1	040	040	04	1	1.0	3	1	3	-0.28901734104046	0								4	Lokoja, Kogi, Nigeria	NI	NI41	22902	7.80236	6.743	-2017876	4	Lokoja, Kogi, Nigeria	NI	NI41	22902	7.80236	6.743	-2017876	20250919061500	https://leadership.ng/135-underage-candidates-affected-as-varsities-delay-post-utme-scores/
1263999730	20250919	202509	2025	2025.7096											GOVMIL	NATIONAL SECURITY ADVISOR						GOV	MIL		0	042	042	04	1	1.9	2	1	2	-1.98598130841122	0								4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	4	Delhi, Delhi, India	IN	IN07	17911	28.6667	77.2167	-2094230	20250919061500	https://www.news18.com/india/terror-convict-yasin-malik-says-manmohan-singh-thanked-him-for-meeting-hafiz-saeed-report-ws-l-9582647.html
1263999731	20250919	202509	2025	2025.7096											HLH	HOSPITAL						HLH			0	042	042	04	1	1.9	10	1	10	-7.57238307349666	0								2	Florida, United States	US	USFL		27.8333	-81.717	FL	2	Florida, United States	US	USFL		27.8333	-81.717	FL	20250919061500	https://www.theweek.in/news/world/2025/09/19/us-cops-justify-fatal-shooting-of-indian-techie-mohammed-nizamuddin-we-clearly-saved-at-least-one-life.html
1263999732	20250919	202509	2025	2025.7096											INDHLH	CHENNAI	IND					HLH			0	042	042	04	1	1.9	4	1	4	3.25047801147227	0								4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	4	Chennai, Tamil Nadu, India	IN	IN25	70251	13.0833	80.2833	-2103041	20250919061500	https://timesofindia.indiatimes.com/entertainment/tamil/movies/news/robo-shankar-passes-away-all-you-need-to-know-about-the-late-tamil-actor-from-mister-madurai-to-an-untimely-farewell/articleshow/123990729.cms
1263999733	20250919	202509	2025	2025.7096											INDHLH	CHENNAI	IND					HLH			0	042	042	04	1	1.9	2	1	2	3.25047801147227	0								4	Vadapalani, Tamil Nadu, India	IN	IN25	70251	13.0511	80.2125	9086820	4	Vadapalani, Tamil Nadu, India	IN	IN25	70251	13.0511	80.2125	9086820	20250919061500	https://timesofindia.indiatimes.com/entertainment/tamil/movies/news/robo-shankar-passes-away-all-you-need-to-know-about-the-late-tamil-actor-from-mister-madurai-to-an-untimely-farewell/articleshow/123990729.cms
1263999734	20250919	202509	2025	2025.7096											IRL	GALWAY	IRL								0	0353	035	03	1	7.0	5	1	5	2.85714285714286	0								0								0								20250919061500	https://connachttribune.ie/new-festival-gets-into-the-flow-with-corrib-focus-for-culture-weekend/
1263999735	20250919	202509	2025	2025.7096											IRL	IRISH	IRL								1	036	036	03	1	4.0	8	1	8	1.08173076923077	0								4	Connacht, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	4	Connacht, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	20250919061500	https://www.independent.ie/regionals/clare/irish-guide-dogs-in-galway-appeals-for-crucial-puppy-raisers-ahead-of-burren-charity-cycle/a1403263370.html
1263999736	20250919	202509	2025	2025.7096											IRL	GALWAY	IRL								1	042	042	04	1	1.9	9	1	9	1.08173076923077	0								4	Kinvara, Galway, Ireland	EI	EI10	18289	53.1394	-8.93361	-1503980	4	Kinvara, Galway, Ireland	EI	EI10	18289	53.1394	-8.93361	-1503980	20250919061500	https://www.independent.ie/regionals/clare/irish-guide-dogs-in-galway-appeals-for-crucial-puppy-raisers-ahead-of-burren-charity-cycle/a1403263370.html
1263999737	20250919	202509	2025	2025.7096											IRL	GALWAY	IRL								1	042	042	04	1	1.9	5	1	5	1.08173076923077	0								4	Kinvara, Galway, Ireland	EI	EI10	18289	53.1394	-8.93361	-1503980	4	Burren, Mayo, Ireland	EI	EI20	18298	53.9119	-9.30583	425376	20250919061500	https://www.independent.ie/regionals/clare/irish-guide-dogs-in-galway-appeals-for-crucial-puppy-raisers-ahead-of-burren-charity-cycle/a1403263370.html
1263999738	20250919	202509	2025	2025.7096											IRL	IRISH	IRL								1	042	042	04	1	1.9	13	1	10	1.08173076923077	0								4	Burren, Mayo, Ireland	EI	EI20	18298	53.9119	-9.30583	425376	4	Burren, Mayo, Ireland	EI	EI20	18298	53.9119	-9.30583	425376	20250919061500	https://www.independent.ie/regionals/clare/irish-guide-dogs-in-galway-appeals-for-crucial-puppy-raisers-ahead-of-burren-charity-cycle/a1403263370.html
1263999739	20250919	202509	2025	2025.7096											IRL	IRELAND	IRL								0	051	051	05	1	3.4	1	1	1	-1.2526096033403	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250919061500	https://connachttribune.ie/lack-of-tg4-presidential-debate-is-disrespectful/
1263999740	20250919	202509	2025	2025.7096											IRL	IRISH	IRL								1	060	060	06	2	6.0	10	1	10	1.08173076923077	0								4	Connacht, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	4	Connacht, Mayo, Ireland	EI	EI20	18298	53.6667	-9	-1501893	20250919061500	https://www.independent.ie/regionals/clare/irish-guide-dogs-in-galway-appeals-for-crucial-puppy-raisers-ahead-of-burren-charity-cycle/a1403263370.html
1263999741	20250919	202509	2025	2025.7096											IRLBUS	GALWAY	IRL					BUS			1	130	130	13	3	-4.4	4	1	4	-1.96078431372549	0								4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	4	Dublin, Dublin, Ireland	EI	EI07	18288	53.3331	-6.24889	-1502554	20250919061500	https://connachttribune.ie/housing-crisis-leaves-galway-business-under-threat/
1263999742	20250919	202509	2025	2025.7096											LAB	WORKER						LAB			1	042	042	04	1	1.9	5	1	5	1.63487738419618	0								4	Ili River, Kazakhstan (general), Kazakhstan	KZ	KZ00	37218	45.4	74.1333	-2347386	4	Ili River, Kazakhstan (general), Kazakhstan	KZ	KZ00	37218	45.4	74.1333	-2347386	20250919061500	https://www.bjreview.com/China/202509/t20250910_800414618.html
